profile_set,scoring_config,seed,checkpoint,cumulative_gt_acc,gt_acc_credential,gt_acc_threat,gt_acc_lateral,gt_acc_exfil,gt_acc_insider
simplified,w_augmented,4096,700,0.7142857142857143,0.7103448275862069,0.6083916083916084,0.7952755905511811,0.7552447552447552,0.7112676056338029
simplified,w_augmented,4096,1000,0.714,0.6962616822429907,0.6232558139534884,0.7802197802197802,0.75,0.7357512953367875
simplified,w_augmented,5120,50,0.36,0.25,0.5,0.3333333333333333,0.2222222222222222,0.46153846153846156
simplified,w_augmented,5120,100,0.52,0.5,0.5625,0.47619047619047616,0.5238095238095238,0.5416666666666666
simplified,w_augmented,5120,200,0.65,0.6060606060606061,0.5714285714285714,0.6,0.75,0.6875
simplified,w_augmented,5120,400,0.6625,0.6097560975609756,0.6176470588235294,0.6627906976744186,0.68,0.7303370786516854
simplified,w_augmented,5120,700,0.7057142857142857,0.6506849315068494,0.6612903225806451,0.7006369426751592,0.75,0.7647058823529411
simplified,w_augmented,5120,1000,0.715,0.6538461538461539,0.6983240223463687,0.7373271889400922,0.7340425531914894,0.75
simplified,w_augmented,6144,50,0.44,0.5,0.2857142857142857,0.375,0.5555555555555556,0.4
simplified,w_augmented,6144,100,0.48,0.5217391304347826,0.4375,0.45,0.5789473684210527,0.4090909090909091
simplified,w_augmented,6144,200,0.6,0.6666666666666666,0.5588235294117647,0.4864864864864865,0.675,0.5909090909090909
simplified,w_augmented,6144,400,0.6775,0.7011494252873564,0.640625,0.6172839506172839,0.7125,0.7045454545454546
simplified,w_augmented,6144,700,0.7014285714285714,0.6887417218543046,0.6846846846846847,0.673202614379085,0.7619047619047619,0.6956521739130435
simplified,w_augmented,6144,1000,0.727,0.6730769230769231,0.7396449704142012,0.7320574162679426,0.7692307692307693,0.7233009708737864
simplified,w_per_category,42,50,0.28,0.2222222222222222,0.4444444444444444,0.25,0.23076923076923078,0.2727272727272727
simplified,w_per_category,42,100,0.4,0.3181818181818182,0.4117647058823529,0.47619047619047616,0.46153846153846156,0.2857142857142857
simplified,w_per_category,42,200,0.475,0.5813953488372093,0.3333333333333333,0.5909090909090909,0.47619047619047616,0.34285714285714286
simplified,w_per_category,42,400,0.5525,0.6704545454545454,0.34285714285714286,0.6976744186046512,0.5925925925925926,0.4
simplified,w_per_category,42,700,0.6328571428571429,0.6666666666666666,0.5203252032520326,0.7464788732394366,0.6666666666666666,0.5434782608695652
simplified,w_per_category,42,1000,0.679,0.6605504587155964,0.6521739130434783,0.7512437810945274,0.68,0.649746192893401
simplified,w_per_category,123,50,0.46,0.8,0.2727272727272727,0.3333333333333333,0.5555555555555556,0.36363636363636365
simplified,w_per_category,123,100,0.38,0.7,0.2,0.375,0.35294117647058826,0.2631578947368421
simplified,w_per_category,123,200,0.42,0.7560975609756098,0.35555555555555557,0.3170731707317073,0.32432432432432434,0.3333333333333333
simplified,w_per_category,123,400,0.5125,0.7682926829268293,0.4482758620689655,0.43209876543209874,0.44594594594594594,0.4605263157894737
simplified,w_per_category,123,700,0.62,0.7709923664122137,0.6190476190476191,0.5869565217391305,0.5878378378378378,0.5441176470588235
simplified,w_per_category,123,1000,0.68,0.7433155080213903,0.7064676616915423,0.6822429906542056,0.6407766990291263,0.6302083333333334
simplified,w_per_category,456,50,0.3,0.16666666666666666,0.2857142857142857,0.09090909090909091,0.38461538461538464,0.6666666666666666
simplified,w_per_category,456,100,0.32,0.35294117647058826,0.19230769230769232,0.17647058823529413,0.5652173913043478,0.29411764705882354
simplified,w_per_category,456,200,0.435,0.5,0.34615384615384615,0.375,0.5609756097560976,0.41935483870967744
simplified,w_per_category,456,400,0.53,0.5584415584415584,0.4318181818181818,0.5454545454545454,0.620253164556962,0.5063291139240507
simplified,w_per_category,456,700,0.6214285714285714,0.6044776119402985,0.6164383561643836,0.6556291390728477,0.6220472440944882,0.6056338028169014
simplified,w_per_category,456,1000,0.668,0.6096256684491979,0.7198067632850241,0.7246376811594203,0.6216216216216216,0.6542056074766355
simplified,w_per_category,789,50,0.4,0.3,0.2857142857142857,0.46153846153846156,0.6363636363636364,0.2222222222222222
simplified,w_per_category,789,100,0.4,0.42857142857142855,0.29411764705882354,0.5185185185185185,0.625,0.10526315789473684
simplified,w_per_category,789,200,0.475,0.52,0.35,0.6428571428571429,0.6176470588235294,0.20588235294117646
simplified,w_per_category,789,400,0.5375,0.6421052631578947,0.47619047619047616,0.6265060240963856,0.6129032258064516,0.3157894736842105
simplified,w_per_category,789,700,0.6228571428571429,0.6973684210526315,0.6226415094339622,0.6363636363636364,0.6416666666666667,0.5109489051094891
simplified,w_per_category,789,1000,0.668,0.7475728155339806,0.7161016949152542,0.6593406593406593,0.6424581005586593,0.5583756345177665
simplified,w_per_category,1024,50,0.3,0.4,0.2857142857142857,0.1,0.4,0.25
simplified,w_per_category,1024,100,0.35,0.45,0.15,0.36363636363636365,0.38095238095238093,0.4117647058823529
simplified,w_per_category,1024,200,0.445,0.525,0.23684210526315788,0.41304347826086957,0.5333333333333333,0.5161290322580645
simplified,w_per_category,1024,400,0.5475,0.6,0.4430379746835443,0.5274725274725275,0.625,0.5441176470588235
simplified,w_per_category,1024,700,0.6157142857142858,0.631578947368421,0.5862068965517241,0.5833333333333334,0.6617647058823529,0.6271186440677966
simplified,w_per_category,1024,1000,0.661,0.6703296703296703,0.6540284360189573,0.6448979591836734,0.671957671957672,0.6705202312138728
simplified,w_per_category,2048,50,0.2,0.375,0.2,0.4444444444444444,0.07142857142857142,0.07142857142857142
simplified,w_per_category,2048,100,0.29,0.47058823529411764,0.3333333333333333,0.4444444444444444,0.18518518518518517,0.13043478260869565
simplified,w_per_category,2048,200,0.38,0.5588235294117647,0.2972972972972973,0.38461538461538464,0.41304347826086957,0.2727272727272727
simplified,w_per_category,2048,400,0.47,0.5735294117647058,0.35365853658536583,0.5121951219512195,0.5,0.42857142857142855
simplified,w_per_category,2048,700,0.5642857142857143,0.5877862595419847,0.5531914893617021,0.5684931506849316,0.5714285714285714,0.5407407407407407
simplified,w_per_category,2048,1000,0.613,0.6197916666666666,0.649746192893401,0.5728643216080402,0.5857142857142857,0.6386138613861386
simplified,w_per_category,3072,50,0.28,0.42857142857142855,0.2,0.25,0.16666666666666666,0.25
simplified,w_per_category,3072,100,0.34,0.36363636363636365,0.25,0.43478260869565216,0.23076923076923078,0.36363636363636365
simplified,w_per_category,3072,200,0.44,0.5555555555555556,0.4090909090909091,0.45,0.43333333333333335,0.34146341463414637
simplified,w_per_category,3072,400,0.54,0.6024096385542169,0.5121951219512195,0.5,0.6212121212121212,0.4838709677419355
simplified,w_per_category,3072,700,0.6171428571428571,0.6838235294117647,0.6394557823129252,0.5942028985507246,0.6141732283464567,0.5592105263157895
simplified,w_per_category,3072,1000,0.663,0.6927083333333334,0.7391304347826086,0.6142131979695431,0.6153846153846154,0.6486486486486487
simplified,w_per_category,4096,50,0.36,0.6,0.1111111111111111,0.2222222222222222,0.42857142857142855,0.46153846153846156
simplified,w_per_category,4096,100,0.47,0.6,0.4117647058823529,0.2777777777777778,0.5,0.52
simplified,w_per_category,4096,200,0.45,0.5853658536585366,0.47058823529411764,0.34375,0.3877551020408163,0.45454545454545453
simplified,w_per_category,4096,400,0.5375,0.6385542168674698,0.4805194805194805,0.47692307692307695,0.5060240963855421,0.5652173913043478
simplified,w_per_category,4096,700,0.6071428571428571,0.6206896551724138,0.5664335664335665,0.5905511811023622,0.6293706293706294,0.6267605633802817
simplified,w_per_category,4096,1000,0.646,0.6542056074766355,0.6325581395348837,0.6263736263736264,0.6224489795918368,0.694300518134715
simplified,w_per_category,5120,50,0.3,0.375,0.375,0.3333333333333333,0.2222222222222222,0.23076923076923078
simplified,w_per_category,5120,100,0.38,0.3333333333333333,0.4375,0.38095238095238093,0.42857142857142855,0.3333333333333333
simplified,w_per_category,5120,200,0.46,0.45454545454545453,0.34285714285714286,0.475,0.5909090909090909,0.4166666666666667
simplified,w_per_category,5120,400,0.5275,0.5487804878048781,0.4411764705882353,0.5348837209302325,0.56,0.5393258426966292
simplified,w_per_category,5120,700,0.5885714285714285,0.5684931506849316,0.6048387096774194,0.5732484076433121,0.5916666666666667,0.6078431372549019
simplified,w_per_category,5120,1000,0.611,0.5817307692307693,0.6703910614525139,0.6036866359447005,0.574468085106383,0.6298076923076923
simplified,w_per_category,6144,50,0.34,0.375,0.2857142857142857,0.375,0.3333333333333333,0.3
simplified,w_per_category,6144,100,0.38,0.43478260869565216,0.5,0.35,0.5263157894736842,0.13636363636363635
simplified,w_per_category,6144,200,0.44,0.4888888888888889,0.47058823529411764,0.3783783783783784,0.675,0.20454545454545456
simplified,w_per_category,6144,400,0.5525,0.6091954022988506,0.578125,0.5185185185185185,0.6875,0.38636363636363635
simplified,w_per_category,6144,700,0.6114285714285714,0.6026490066225165,0.6306306306306306,0.5947712418300654,0.6870748299319728,0.5434782608695652
simplified,w_per_category,6144,1000,0.659,0.625,0.7100591715976331,0.6698564593301436,0.6730769230769231,0.6262135922330098
realistic,w_only,42,50,0.32,0.2222222222222222,0.5555555555555556,0.375,0.23076923076923078,0.2727272727272727
realistic,w_only,42,100,0.43,0.5,0.4117647058823529,0.5238095238095238,0.4230769230769231,0.21428571428571427
realistic,w_only,42,200,0.465,0.627906976744186,0.3888888888888889,0.5681818181818182,0.4523809523809524,0.22857142857142856
realistic,w_only,42,400,0.485,0.6477272727272727,0.37142857142857144,0.5232558139534884,0.5432098765432098,0.29333333333333333
realistic,w_only,42,700,0.4857142857142857,0.6466666666666666,0.37398373983739835,0.5070422535211268,0.5510204081632653,0.3188405797101449
realistic,w_only,42,1000,0.491,0.6146788990825688,0.3967391304347826,0.5124378109452736,0.56,0.350253807106599
realistic,w_only,123,50,0.36,0.7,0.18181818181818182,0.1111111111111111,0.5555555555555556,0.2727272727272727
realistic,w_only,123,100,0.3,0.65,0.15,0.16666666666666666,0.4117647058823529,0.15789473684210525
realistic,w_only,123,200,0.37,0.7560975609756098,0.3111111111111111,0.24390243902439024,0.2972972972972973,0.2222222222222222
realistic,w_only,123,400,0.4325,0.7804878048780488,0.3793103448275862,0.345679012345679,0.3918918918918919,0.25
realistic,w_only,123,700,0.48142857142857143,0.7480916030534351,0.3401360544217687,0.42028985507246375,0.5540540540540541,0.3602941176470588
realistic,w_only,123,1000,0.491,0.7219251336898396,0.3383084577114428,0.45794392523364486,0.5679611650485437,0.3802083333333333
realistic,w_only,456,50,0.44,0.16666666666666666,0.2857142857142857,0.45454545454545453,0.6923076923076923,0.5
realistic,w_only,456,100,0.49,0.47058823529411764,0.3076923076923077,0.47058823529411764,0.7391304347826086,0.47058823529411764
realistic,w_only,456,200,0.475,0.6388888888888888,0.3269230769230769,0.45,0.6341463414634146,0.3548387096774194
realistic,w_only,456,400,0.46,0.6493506493506493,0.2840909090909091,0.42857142857142855,0.6708860759493671,0.2911392405063291
realistic,w_only,456,700,0.48,0.6716417910447762,0.3767123287671233,0.4370860927152318,0.6299212598425197,0.31690140845070425
realistic,w_only,456,1000,0.492,0.7005347593582888,0.4106280193236715,0.4396135265700483,0.6054054054054054,0.3411214953271028
realistic,w_only,789,50,0.36,0.3,0.42857142857142855,0.46153846153846156,0.36363636363636365,0.2222222222222222
realistic,w_only,789,100,0.39,0.2857142857142857,0.5294117647058824,0.48148148148148145,0.375,0.2631578947368421
realistic,w_only,789,200,0.485,0.42,0.575,0.5714285714285714,0.5294117647058824,0.3235294117647059
realistic,w_only,789,400,0.5075,0.49473684210526314,0.5357142857142857,0.5783132530120482,0.5806451612903226,0.35526315789473684
realistic,w_only,789,700,0.5114285714285715,0.5263157894736842,0.48427672955974843,0.5757575757575758,0.6,0.38686131386861317
realistic,w_only,789,1000,0.518,0.5679611650485437,0.4449152542372881,0.5714285714285714,0.5977653631284916,0.43147208121827413
realistic,w_only,1024,50,0.28,0.3,0.14285714285714285,0.2,0.4,0.25
realistic,w_only,1024,100,0.33,0.3,0.25,0.36363636363636365,0.3333333333333333,0.4117647058823529
realistic,w_only,1024,200,0.41,0.35,0.3157894736842105,0.4782608695652174,0.4444444444444444,0.45161290322580644
realistic,w_only,1024,400,0.4725,0.5333333333333333,0.35443037974683544,0.4945054945054945,0.5277777777777778,0.4411764705882353
realistic,w_only,1024,700,0.5,0.556390977443609,0.36551724137931035,0.5059523809523809,0.5955882352941176,0.4830508474576271
realistic,w_only,1024,1000,0.496,0.5879120879120879,0.3744075829383886,0.4857142857142857,0.6031746031746031,0.44508670520231214
realistic,w_only,2048,50,0.2,0.25,0.2,0.3333333333333333,0.21428571428571427,0.07142857142857142
realistic,w_only,2048,100,0.27,0.4117647058823529,0.26666666666666666,0.3333333333333333,0.2962962962962963,0.08695652173913043
realistic,w_only,2048,200,0.375,0.5588235294117647,0.2702702702702703,0.46153846153846156,0.45652173913043476,0.1590909090909091
realistic,w_only,2048,400,0.4575,0.6029411764705882,0.36585365853658536,0.5609756097560976,0.5119047619047619,0.27380952380952384
realistic,w_only,2048,700,0.4957142857142857,0.6412213740458015,0.3829787234042553,0.547945205479452,0.564625850340136,0.34074074074074073
realistic,w_only,2048,1000,0.503,0.6354166666666666,0.38578680203045684,0.5527638190954773,0.5761904761904761,0.36633663366336633
realistic,w_only,3072,50,0.3,0.5,0.2,0.375,0.16666666666666666,0.16666666666666666
realistic,w_only,3072,100,0.37,0.36363636363636365,0.3,0.4782608695652174,0.46153846153846156,0.2727272727272727
realistic,w_only,3072,200,0.44,0.4,0.38636363636363635,0.5,0.6,0.36585365853658536
realistic,w_only,3072,400,0.47,0.5301204819277109,0.3780487804878049,0.4342105263157895,0.6666666666666666,0.3870967741935484
realistic,w_only,3072,700,0.5,0.6470588235294118,0.3877551020408163,0.463768115942029,0.6377952755905512,0.39473684210526316
realistic,w_only,3072,1000,0.495,0.640625,0.40096618357487923,0.47715736040609136,0.6153846153846154,0.3738738738738739
realistic,w_only,4096,50,0.28,0.6,0.1111111111111111,0.2222222222222222,0.2857142857142857,0.3076923076923077
realistic,w_only,4096,100,0.41,0.45,0.35294117647058826,0.4444444444444444,0.35,0.44
realistic,w_only,4096,200,0.43,0.5121951219512195,0.29411764705882354,0.5,0.3877551020408163,0.45454545454545453
realistic,w_only,4096,400,0.4925,0.6506024096385542,0.35064935064935066,0.5230769230769231,0.4939759036144578,0.44565217391304346
realistic,w_only,4096,700,0.48428571428571426,0.6206896551724138,0.36363636363636365,0.4881889763779528,0.5454545454545454,0.4014084507042254
realistic,w_only,4096,1000,0.489,0.6261682242990654,0.35348837209302325,0.5164835164835165,0.5408163265306123,0.40932642487046633
realistic,w_only,5120,50,0.26,0.25,0.375,0.25,0.2222222222222222,0.23076923076923078
realistic,w_only,5120,100,0.39,0.4444444444444444,0.4375,0.38095238095238093,0.42857142857142855,0.2916666666666667
realistic,w_only,5120,200,0.475,0.5151515151515151,0.34285714285714286,0.525,0.6590909090909091,0.3333333333333333
realistic,w_only,5120,400,0.4875,0.573170731707317,0.3382352941176471,0.5348837209302325,0.6133333333333333,0.3707865168539326
realistic,w_only,5120,700,0.49142857142857144,0.589041095890411,0.3225806451612903,0.5095541401273885,0.6333333333333333,0.40522875816993464
realistic,w_only,5120,1000,0.477,0.5961538461538461,0.31843575418994413,0.48847926267281105,0.6063829787234043,0.36538461538461536
realistic,w_only,6144,50,0.32,0.4375,0.2857142857142857,0.375,0.3333333333333333,0.1
realistic,w_only,6144,100,0.34,0.391304347826087,0.3125,0.35,0.5263157894736842,0.13636363636363635
realistic,w_only,6144,200,0.44,0.4444444444444444,0.38235294117647056,0.43243243243243246,0.65,0.29545454545454547
realistic,w_only,6144,400,0.4875,0.5862068965517241,0.34375,0.4567901234567901,0.675,0.3522727272727273
realistic,w_only,6144,700,0.4642857142857143,0.5827814569536424,0.3063063063063063,0.40522875816993464,0.6598639455782312,0.3188405797101449
realistic,w_only,6144,1000,0.474,0.5769230769230769,0.3076923076923077,0.46411483253588515,0.6490384615384616,0.33980582524271846
realistic,w_g_static,42,50,0.26,0.1111111111111111,0.4444444444444444,0.25,0.23076923076923078,0.2727272727272727
realistic,w_g_static,42,100,0.35,0.2727272727272727,0.35294117647058826,0.47619047619047616,0.38461538461538464,0.21428571428571427
realistic,w_g_static,42,200,0.39,0.4883720930232558,0.2777777777777778,0.4772727272727273,0.38095238095238093,0.2857142857142857
realistic,w_g_static,42,400,0.4525,0.5909090909090909,0.34285714285714286,0.4883720930232558,0.49382716049382713,0.30666666666666664
realistic,w_g_static,42,700,0.4785714285714286,0.64,0.36585365853658536,0.49295774647887325,0.5238095238095238,0.34057971014492755
realistic,w_g_static,42,1000,0.493,0.6284403669724771,0.4076086956521739,0.5024875621890548,0.54,0.36548223350253806
realistic,w_g_static,123,50,0.38,0.7,0.2727272727272727,0.1111111111111111,0.5555555555555556,0.2727272727272727
realistic,w_g_static,123,100,0.34,0.65,0.2,0.25,0.4117647058823529,0.21052631578947367
realistic,w_g_static,123,200,0.34,0.7073170731707317,0.3111111111111111,0.24390243902439024,0.24324324324324326,0.16666666666666666
realistic,w_g_static,123,400,0.43,0.7682926829268293,0.3448275862068966,0.4074074074074074,0.3918918918918919,0.2236842105263158
realistic,w_g_static,123,700,0.48,0.7404580152671756,0.32653061224489793,0.45652173913043476,0.5540540540540541,0.3382352941176471
realistic,w_g_static,123,1000,0.488,0.7165775401069518,0.3283582089552239,0.48130841121495327,0.558252427184466,0.3645833333333333
realistic,w_g_static,456,50,0.44,0.0,0.21428571428571427,0.45454545454545453,0.7692307692307693,0.6666666666666666
realistic,w_g_static,456,100,0.44,0.23529411764705882,0.2692307692307692,0.47058823529411764,0.7391304347826086,0.47058823529411764
realistic,w_g_static,456,200,0.435,0.4722222222222222,0.34615384615384615,0.375,0.6341463414634146,0.3548387096774194
realistic,w_g_static,456,400,0.4325,0.5324675324675324,0.3068181818181818,0.37662337662337664,0.6708860759493671,0.2911392405063291
realistic,w_g_static,456,700,0.45,0.5895522388059702,0.3493150684931507,0.3973509933774834,0.6377952755905512,0.30985915492957744
realistic,w_g_static,456,1000,0.461,0.6363636363636364,0.357487922705314,0.4106280193236715,0.6108108108108108,0.32710280373831774
realistic,w_g_static,789,50,0.4,0.3,0.2857142857142857,0.46153846153846156,0.6363636363636364,0.2222222222222222
realistic,w_g_static,789,100,0.41,0.3333333333333333,0.35294117647058826,0.4074074074074074,0.6875,0.3157894736842105
realistic,w_g_static,789,200,0.47,0.44,0.475,0.5238095238095238,0.5588235294117647,0.35294117647058826
realistic,w_g_static,789,400,0.5025,0.49473684210526314,0.5,0.5421686746987951,0.5967741935483871,0.39473684210526316
realistic,w_g_static,789,700,0.5085714285714286,0.5263157894736842,0.46540880503144655,0.553030303030303,0.6083333333333333,0.40875912408759124
realistic,w_g_static,789,1000,0.515,0.5631067961165048,0.4322033898305085,0.554945054945055,0.6033519553072626,0.4467005076142132
realistic,w_g_static,1024,50,0.26,0.2,0.14285714285714285,0.2,0.4,0.25
realistic,w_g_static,1024,100,0.3,0.25,0.15,0.36363636363636365,0.3333333333333333,0.4117647058823529
realistic,w_g_static,1024,200,0.41,0.4,0.2894736842105263,0.4782608695652174,0.4222222222222222,0.45161290322580644
realistic,w_g_static,1024,400,0.465,0.5444444444444444,0.34177215189873417,0.4945054945054945,0.5138888888888888,0.4117647058823529
realistic,w_g_static,1024,700,0.4928571428571429,0.5639097744360902,0.3586206896551724,0.5059523809523809,0.6102941176470589,0.423728813559322
realistic,w_g_static,1024,1000,0.49,0.5934065934065934,0.3696682464454976,0.4857142857142857,0.6137566137566137,0.3988439306358382
realistic,w_g_static,2048,50,0.2,0.25,0.2,0.3333333333333333,0.21428571428571427,0.07142857142857142
realistic,w_g_static,2048,100,0.29,0.4117647058823529,0.26666666666666666,0.3888888888888889,0.3333333333333333,0.08695652173913043
realistic,w_g_static,2048,200,0.4,0.5294117647058824,0.32432432432432434,0.48717948717948717,0.4782608695652174,0.20454545454545456
realistic,w_g_static,2048,400,0.475,0.6029411764705882,0.43902439024390244,0.5487804878048781,0.5357142857142857,0.27380952380952384
realistic,w_g_static,2048,700,0.5014285714285714,0.6183206106870229,0.41843971631205673,0.541095890410959,0.5782312925170068,0.34814814814814815
realistic,w_g_static,2048,1000,0.507,0.6197916666666666,0.41116751269035534,0.5477386934673367,0.5857142857142857,0.3712871287128713
realistic,w_g_static,3072,50,0.3,0.42857142857142855,0.2,0.5,0.16666666666666666,0.16666666666666666
realistic,w_g_static,3072,100,0.4,0.36363636363636365,0.35,0.5217391304347826,0.46153846153846156,0.3181818181818182
realistic,w_g_static,3072,200,0.44,0.4,0.38636363636363635,0.525,0.5666666666666667,0.36585365853658536
realistic,w_g_static,3072,400,0.475,0.5301204819277109,0.4024390243902439,0.42105263157894735,0.6363636363636364,0.41935483870967744
realistic,w_g_static,3072,700,0.5042857142857143,0.6544117647058824,0.4013605442176871,0.45652173913043476,0.6220472440944882,0.4144736842105263
realistic,w_g_static,3072,1000,0.499,0.6458333333333334,0.42028985507246375,0.4720812182741117,0.5989010989010989,0.38738738738738737
realistic,w_g_static,4096,50,0.4,0.6,0.1111111111111111,0.3333333333333333,0.35714285714285715,0.6153846153846154
realistic,w_g_static,4096,100,0.49,0.4,0.4117647058823529,0.5555555555555556,0.4,0.64
realistic,w_g_static,4096,200,0.405,0.3902439024390244,0.2647058823529412,0.5,0.30612244897959184,0.5681818181818182
realistic,w_g_static,4096,400,0.46,0.5421686746987951,0.2987012987012987,0.5230769230769231,0.4457831325301205,0.4891304347826087
realistic,w_g_static,4096,700,0.4742857142857143,0.5793103448275863,0.34265734265734266,0.49606299212598426,0.5174825174825175,0.43661971830985913
realistic,w_g_static,4096,1000,0.489,0.6074766355140186,0.34418604651162793,0.521978021978022,0.5204081632653061,0.45595854922279794
realistic,w_g_static,5120,50,0.26,0.25,0.375,0.25,0.2222222222222222,0.23076923076923078
realistic,w_g_static,5120,100,0.39,0.4444444444444444,0.4375,0.3333333333333333,0.42857142857142855,0.3333333333333333
realistic,w_g_static,5120,200,0.48,0.48484848484848486,0.3142857142857143,0.5,0.6818181818181818,0.3958333333333333
realistic,w_g_static,5120,400,0.4875,0.5609756097560976,0.35294117647058826,0.5,0.6133333333333333,0.4044943820224719
realistic,w_g_static,5120,700,0.49,0.5821917808219178,0.33064516129032256,0.49044585987261147,0.6333333333333333,0.41830065359477125
realistic,w_g_static,5120,1000,0.477,0.5961538461538461,0.329608938547486,0.47465437788018433,0.5957446808510638,0.3798076923076923
realistic,w_g_static,6144,50,0.3,0.3125,0.2857142857142857,0.375,0.3333333333333333,0.2
realistic,w_g_static,6144,100,0.32,0.30434782608695654,0.375,0.35,0.47368421052631576,0.13636363636363635
realistic,w_g_static,6144,200,0.41,0.4444444444444444,0.38235294117647056,0.40540540540540543,0.575,0.25
realistic,w_g_static,6144,400,0.4675,0.5517241379310345,0.34375,0.4444444444444444,0.6375,0.3409090909090909
realistic,w_g_static,6144,700,0.45714285714285713,0.5629139072847682,0.3153153153153153,0.39869281045751637,0.6394557823129252,0.32608695652173914
realistic,w_g_static,6144,1000,0.469,0.5673076923076923,0.3076923076923077,0.45933014354066987,0.6298076923076923,0.34951456310679613
realistic,w_g_learned,42,50,0.32,0.2222222222222222,0.5555555555555556,0.375,0.23076923076923078,0.2727272727272727
realistic,w_g_learned,42,100,0.43,0.5,0.4117647058823529,0.5238095238095238,0.4230769230769231,0.21428571428571427
realistic,w_g_learned,42,200,0.465,0.627906976744186,0.3888888888888889,0.5681818181818182,0.4523809523809524,0.22857142857142856
realistic,w_g_learned,42,400,0.4825,0.6477272727272727,0.37142857142857144,0.5232558139534884,0.5308641975308642,0.29333333333333333
realistic,w_g_learned,42,700,0.4857142857142857,0.6533333333333333,0.37398373983739835,0.5070422535211268,0.54421768707483,0.3188405797101449
realistic,w_g_learned,42,1000,0.491,0.6192660550458715,0.3967391304347826,0.5124378109452736,0.555,0.350253807106599
realistic,w_g_learned,123,50,0.36,0.7,0.18181818181818182,0.1111111111111111,0.5555555555555556,0.2727272727272727
realistic,w_g_learned,123,100,0.3,0.65,0.15,0.16666666666666666,0.4117647058823529,0.15789473684210525
realistic,w_g_learned,123,200,0.37,0.7560975609756098,0.26666666666666666,0.24390243902439024,0.35135135135135137,0.2222222222222222
realistic,w_g_learned,123,400,0.43,0.7804878048780488,0.3448275862068966,0.345679012345679,0.4189189189189189,0.25
realistic,w_g_learned,123,700,0.48142857142857143,0.7480916030534351,0.3197278911564626,0.42028985507246375,0.5675675675675675,0.36764705882352944
realistic,w_g_learned,123,1000,0.491,0.7219251336898396,0.32338308457711445,0.45794392523364486,0.5776699029126213,0.3854166666666667
realistic,w_g_learned,456,50,0.44,0.16666666666666666,0.2857142857142857,0.45454545454545453,0.6923076923076923,0.5
realistic,w_g_learned,456,100,0.49,0.47058823529411764,0.3076923076923077,0.47058823529411764,0.7391304347826086,0.47058823529411764
realistic,w_g_learned,456,200,0.475,0.6388888888888888,0.3269230769230769,0.45,0.6341463414634146,0.3548387096774194
realistic,w_g_learned,456,400,0.4575,0.6233766233766234,0.29545454545454547,0.42857142857142855,0.6708860759493671,0.2911392405063291
realistic,w_g_learned,456,700,0.4785714285714286,0.6567164179104478,0.3767123287671233,0.4304635761589404,0.6456692913385826,0.31690140845070425
realistic,w_g_learned,456,1000,0.488,0.679144385026738,0.4057971014492754,0.43478260869565216,0.6270270270270271,0.3317757009345794
realistic,w_g_learned,789,50,0.36,0.3,0.42857142857142855,0.46153846153846156,0.36363636363636365,0.2222222222222222
realistic,w_g_learned,789,100,0.39,0.2857142857142857,0.5294117647058824,0.48148148148148145,0.375,0.2631578947368421
realistic,w_g_learned,789,200,0.485,0.42,0.575,0.5714285714285714,0.5294117647058824,0.3235294117647059
realistic,w_g_learned,789,400,0.5075,0.49473684210526314,0.5357142857142857,0.5783132530120482,0.5806451612903226,0.35526315789473684
realistic,w_g_learned,789,700,0.5114285714285715,0.5263157894736842,0.48427672955974843,0.5757575757575758,0.6,0.38686131386861317
realistic,w_g_learned,789,1000,0.518,0.5679611650485437,0.4449152542372881,0.5714285714285714,0.5977653631284916,0.43147208121827413
realistic,w_g_learned,1024,50,0.28,0.3,0.14285714285714285,0.2,0.4,0.25
realistic,w_g_learned,1024,100,0.33,0.3,0.25,0.36363636363636365,0.3333333333333333,0.4117647058823529
realistic,w_g_learned,1024,200,0.41,0.35,0.3157894736842105,0.4782608695652174,0.4444444444444444,0.45161290322580644
realistic,w_g_learned,1024,400,0.4725,0.5333333333333333,0.35443037974683544,0.4945054945054945,0.5277777777777778,0.4411764705882353
realistic,w_g_learned,1024,700,0.5014285714285714,0.556390977443609,0.36551724137931035,0.5119047619047619,0.5955882352941176,0.4830508474576271
realistic,w_g_learned,1024,1000,0.497,0.5879120879120879,0.3744075829383886,0.4897959183673469,0.6031746031746031,0.44508670520231214
realistic,w_g_learned,2048,50,0.2,0.25,0.2,0.3333333333333333,0.21428571428571427,0.07142857142857142
realistic,w_g_learned,2048,100,0.27,0.4117647058823529,0.26666666666666666,0.3333333333333333,0.2962962962962963,0.08695652173913043
realistic,w_g_learned,2048,200,0.38,0.5588235294117647,0.2972972972972973,0.46153846153846156,0.45652173913043476,0.1590909090909091
realistic,w_g_learned,2048,400,0.465,0.6029411764705882,0.4024390243902439,0.5609756097560976,0.5119047619047619,0.27380952380952384
realistic,w_g_learned,2048,700,0.5014285714285714,0.6412213740458015,0.40425531914893614,0.547945205479452,0.564625850340136,0.34814814814814815
realistic,w_g_learned,2048,1000,0.507,0.6354166666666666,0.4010152284263959,0.5527638190954773,0.5761904761904761,0.3712871287128713
realistic,w_g_learned,3072,50,0.3,0.5,0.2,0.375,0.16666666666666666,0.16666666666666666
realistic,w_g_learned,3072,100,0.37,0.36363636363636365,0.3,0.4782608695652174,0.46153846153846156,0.2727272727272727
