seed,oracle_type,noise_rate,ratio,checkpoint,cumulative_gt_acc,recent_50_gt_acc,w_frobenius,w_max,w_entropy,grad_mag_f0,grad_mag_f1,grad_mag_f2,grad_mag_f3,grad_mag_f4,grad_mag_f5,gt_acc_credential,gt_acc_threat,gt_acc_lateral,gt_acc_exfil,gt_acc_insider
42,gt_aligned,0.05,3.0,200,0.7,0.76,2.365781,0.993142,1.385812,0.007482,0.016527,0.015163,0.018305,0.008909,0.007372,0.771429,0.72093,0.651163,0.636364,0.742857
42,gt_aligned,0.05,3.0,400,0.745,0.76,2.840209,1.254821,1.384166,0.0115,0.014057,0.016064,0.017616,0.009937,0.007755,0.841463,0.714286,0.733333,0.670732,0.766234
42,gt_aligned,0.05,3.0,700,0.754286,0.76,3.342595,1.590184,1.380158,0.010562,0.01457,0.012948,0.017112,0.009461,0.008634,0.829787,0.708029,0.695652,0.719178,0.818841
42,gt_aligned,0.05,3.0,1000,0.774,0.78,4.047004,1.93195,1.378345,0.01036,0.013933,0.013793,0.018228,0.008359,0.0089,0.84,0.73,0.695,0.765,0.84
123,gt_aligned,0.05,3.0,50,0.64,0.64,2.38198,0.947799,1.384395,0.008963,0.018695,0.017719,0.018346,0.009488,0.009681,0.75,0.555556,0.571429,0.545455,0.875
123,gt_aligned,0.05,3.0,100,0.64,0.64,2.23461,1.001366,1.38443,0.013723,0.017835,0.017024,0.019963,0.011168,0.008756,0.777778,0.588235,0.576923,0.55,0.736842
123,gt_aligned,0.05,3.0,200,0.635,0.62,2.205745,1.14105,1.381431,0.013126,0.01921,0.016619,0.02287,0.007388,0.007835,0.65625,0.72093,0.547619,0.590909,0.666667
123,gt_aligned,0.05,3.0,400,0.685,0.84,2.702168,1.395262,1.382097,0.009554,0.012932,0.012489,0.016624,0.006965,0.006215,0.712329,0.690476,0.60274,0.650602,0.758621
123,gt_aligned,0.05,3.0,700,0.737143,0.84,3.451185,1.824578,1.382498,0.012512,0.012523,0.015241,0.01462,0.0093,0.008657,0.791045,0.691275,0.708955,0.70922,0.788732
123,gt_aligned,0.05,3.0,1000,0.767,0.88,4.190452,2.223534,1.383199,0.009987,0.012215,0.009473,0.01576,0.007201,0.008008,0.81,0.7,0.73,0.775,0.82
456,gt_aligned,0.05,3.0,50,0.6,0.6,2.159092,0.893852,1.38196,0.011013,0.019856,0.018164,0.019628,0.012099,0.01141,0.75,0.555556,0.307692,0.583333,1.0
456,gt_aligned,0.05,3.0,100,0.55,0.5,1.925532,0.920644,1.382839,0.015403,0.018084,0.020158,0.024854,0.011453,0.010134,0.8125,0.45,0.315789,0.652174,0.545455
456,gt_aligned,0.05,3.0,200,0.65,0.7,2.106906,1.035157,1.381951,0.011397,0.017537,0.015717,0.019617,0.008071,0.006992,0.852941,0.5,0.534884,0.695652,0.682927
456,gt_aligned,0.05,3.0,400,0.7,0.76,2.618363,1.32618,1.384634,0.01276,0.014643,0.016674,0.019922,0.010426,0.010741,0.813333,0.61039,0.5875,0.746835,0.741573
456,gt_aligned,0.05,3.0,700,0.748571,0.78,3.186842,1.619745,1.38145,0.010169,0.015451,0.015999,0.018123,0.008631,0.00966,0.835821,0.686131,0.671329,0.782609,0.77027
456,gt_aligned,0.05,3.0,1000,0.769,0.78,3.884094,1.946771,1.376493,0.009076,0.01692,0.012961,0.017071,0.00753,0.00762,0.855,0.71,0.705,0.805,0.77
789,gt_aligned,0.05,3.0,50,0.7,0.7,2.381908,0.986532,1.385855,0.01347,0.018021,0.016344,0.019877,0.006896,0.005288,0.545455,0.888889,1.0,0.722222,0.428571
789,gt_aligned,0.05,3.0,100,0.77,0.84,2.627939,1.16198,1.386134,0.009807,0.012336,0.014123,0.015229,0.008965,0.008506,0.625,0.833333,0.8,0.793103,0.761905
789,gt_aligned,0.05,3.0,200,0.775,0.74,2.940742,1.324064,1.38475,0.011057,0.013535,0.015024,0.015997,0.007664,0.007098,0.777778,0.785714,0.708333,0.803922,0.765957
789,gt_aligned,0.05,3.0,400,0.805,0.84,3.705454,1.661487,1.380801,0.010854,0.014144,0.012632,0.016949,0.008027,0.007575,0.866667,0.814815,0.768116,0.813953,0.764045
789,gt_aligned,0.05,3.0,700,0.797143,0.8,4.485824,2.009018,1.375029,0.01103,0.013428,0.015316,0.015508,0.008189,0.006831,0.875,0.769231,0.719424,0.821918,0.801471
789,gt_aligned,0.05,3.0,1000,0.795,0.8,4.881653,2.197656,1.376315,0.015504,0.010707,0.01215,0.015442,0.011366,0.011066,0.86,0.765,0.725,0.84,0.785
1024,gt_aligned,0.05,3.0,50,0.62,0.62,2.357065,1.07426,1.381747,0.013364,0.017884,0.016207,0.019779,0.011175,0.009837,0.857143,0.615385,0.857143,0.571429,0.111111
1024,gt_aligned,0.05,3.0,100,0.65,0.68,2.278146,1.085403,1.383819,0.012632,0.018018,0.01381,0.020184,0.010829,0.009529,0.846154,0.571429,0.785714,0.611111,0.428571
1024,gt_aligned,0.05,3.0,200,0.655,0.78,2.454474,1.265636,1.382158,0.012092,0.012838,0.011295,0.016437,0.009906,0.008687,0.909091,0.47619,0.75,0.567568,0.560976
1024,gt_aligned,0.05,3.0,400,0.6875,0.78,2.768041,1.487163,1.37702,0.01271,0.014277,0.015669,0.016767,0.007225,0.006403,0.860759,0.55,0.694118,0.644737,0.6875
1024,gt_aligned,0.05,3.0,700,0.73,0.76,3.579097,1.863113,1.37526,0.009806,0.016227,0.013817,0.019174,0.006845,0.005131,0.827068,0.645833,0.714286,0.731884,0.73913
1024,gt_aligned,0.05,3.0,1000,0.766,0.84,4.451236,2.305659,1.370958,0.00888,0.011864,0.013535,0.014579,0.008694,0.008218,0.88,0.695,0.725,0.77,0.76
2048,gt_aligned,0.05,3.0,50,0.62,0.62,2.222969,0.942353,1.385875,0.017977,0.015408,0.015844,0.020778,0.011605,0.010851,0.818182,0.5,0.777778,0.555556,0.444444
2048,gt_aligned,0.05,3.0,100,0.65,0.68,2.227993,1.06943,1.38593,0.010677,0.017118,0.01636,0.019842,0.008097,0.008317,0.777778,0.708333,0.695652,0.5,0.526316
2048,gt_aligned,0.05,3.0,200,0.67,0.72,2.218439,1.171027,1.382291,0.011974,0.016759,0.014797,0.018117,0.011301,0.00895,0.736842,0.690476,0.651163,0.571429,0.690476
2048,gt_aligned,0.05,3.0,400,0.7075,0.72,2.612641,1.420857,1.383589,0.011505,0.019479,0.014971,0.020122,0.008653,0.008155,0.794872,0.695122,0.638554,0.684932,0.72619
2048,gt_aligned,0.05,3.0,700,0.75,0.76,3.211395,1.641794,1.378609,0.01004,0.015549,0.013035,0.016773,0.008371,0.008773,0.839416,0.728477,0.691176,0.744361,0.748252
2048,gt_aligned,0.05,3.0,1000,0.773,0.9,3.896573,2.021926,1.376102,0.009232,0.011914,0.011185,0.013294,0.008757,0.00844,0.855,0.735,0.73,0.78,0.765
3072,gt_aligned,0.05,3.0,50,0.7,0.7,2.497663,0.966475,1.384042,0.010954,0.014365,0.020086,0.017301,0.008162,0.008765,0.714286,0.545455,1.0,0.636364,0.714286
3072,gt_aligned,0.05,3.0,100,0.68,0.66,2.441605,1.012325,1.384817,0.011086,0.018066,0.017996,0.019023,0.009283,0.009638,0.705882,0.666667,0.857143,0.590909,0.652174
3072,gt_aligned,0.05,3.0,200,0.685,0.7,2.485188,1.181412,1.383734,0.013415,0.017408,0.014502,0.020498,0.009337,0.008719,0.71875,0.586957,0.769231,0.674419,0.7
3072,gt_aligned,0.05,3.0,400,0.6975,0.86,2.756434,1.454057,1.378856,0.009975,0.010964,0.010553,0.012114,0.009873,0.00913,0.857143,0.60241,0.712329,0.697368,0.637363
3072,gt_aligned,0.05,3.0,700,0.755714,0.94,3.541672,1.73092,1.382726,0.007621,0.011614,0.012633,0.011303,0.006387,0.005491,0.869565,0.676056,0.765517,0.751938,0.719178
3072,gt_aligned,0.05,3.0,1000,0.772,0.8,4.202812,2.029386,1.376899,0.013031,0.014581,0.013243,0.018909,0.008405,0.009454,0.865,0.71,0.77,0.78,0.735
4096,gt_aligned,0.05,3.0,50,0.68,0.68,2.393639,1.008917,1.386219,0.011496,0.016656,0.015683,0.019869,0.009871,0.009759,0.7,0.333333,0.692308,0.818182,0.7
4096,gt_aligned,0.05,3.0,100,0.66,0.64,2.087658,0.969136,1.386097,0.01652,0.014443,0.017729,0.019249,0.014368,0.013723,0.681818,0.466667,0.636364,0.823529,0.666667
4096,gt_aligned,0.05,3.0,200,0.68,0.68,2.092994,0.957661,1.385334,0.012325,0.018676,0.014526,0.020871,0.010546,0.010288,0.75,0.666667,0.619048,0.717949,0.644444
4096,gt_aligned,0.05,3.0,400,0.725,0.76,2.44342,1.281657,1.384207,0.012663,0.016385,0.01311,0.019345,0.010234,0.009773,0.807229,0.74359,0.675325,0.732394,0.67033
4096,gt_aligned,0.05,3.0,700,0.741429,0.76,2.923399,1.325225,1.382027,0.011616,0.016468,0.013757,0.019739,0.008412,0.006907,0.84507,0.690141,0.716312,0.740741,0.714286
4096,gt_aligned,0.05,3.0,1000,0.755,0.68,3.390767,1.791128,1.379006,0.014393,0.016463,0.015877,0.022188,0.010784,0.009864,0.855,0.71,0.725,0.735,0.75
5120,gt_aligned,0.05,3.0,50,0.66,0.66,2.476499,0.966397,1.385021,0.013787,0.015127,0.013909,0.018755,0.009247,0.008758,0.625,0.636364,0.692308,0.666667,0.666667
5120,gt_aligned,0.05,3.0,100,0.69,0.72,2.477563,1.042446,1.383677,0.011402,0.01563,0.016638,0.020201,0.00925,0.007584,0.666667,0.692308,0.782609,0.636364,0.642857
5120,gt_aligned,0.05,3.0,200,0.73,0.84,2.782088,1.243613,1.3838,0.011462,0.013589,0.011633,0.01471,0.009165,0.008265,0.731707,0.725,0.823529,0.75,0.653061
5120,gt_aligned,0.05,3.0,400,0.735,0.72,3.1033,1.455875,1.383224,0.01158,0.016781,0.015498,0.018318,0.009093,0.007754,0.789474,0.696629,0.779412,0.753086,0.674419
5120,gt_aligned,0.05,3.0,700,0.762857,0.86,3.816944,1.879095,1.379991,0.011271,0.012224,0.011688,0.013262,0.009922,0.008291,0.817518,0.727891,0.774436,0.773723,0.726027
5120,gt_aligned,0.05,3.0,1000,0.774,0.82,4.476235,2.275394,1.369484,0.009854,0.012387,0.010573,0.01455,0.009834,0.00966,0.825,0.745,0.745,0.785,0.77
6144,gt_aligned,0.05,3.0,50,0.62,0.62,2.267647,0.967965,1.384339,0.012838,0.019968,0.014632,0.021121,0.009555,0.011959,0.769231,0.5,0.625,0.583333,0.555556
6144,gt_aligned,0.05,3.0,100,0.73,0.84,2.456223,1.065551,1.384811,0.010897,0.014287,0.011576,0.015098,0.009475,0.009641,0.884615,0.611111,0.785714,0.636364,0.7
6144,gt_aligned,0.05,3.0,200,0.725,0.74,2.412572,1.140054,1.383622,0.011525,0.019682,0.015922,0.020544,0.009199,0.008323,0.878049,0.545455,0.75,0.675676,0.733333
6144,gt_aligned,0.05,3.0,400,0.74,0.82,2.739322,1.347277,1.38077,0.008433,0.016383,0.012178,0.017969,0.00655,0.006554,0.795181,0.662162,0.714286,0.740741,0.776471
6144,gt_aligned,0.05,3.0,700,0.754286,0.64,3.431153,1.595379,1.381792,0.014785,0.015111,0.013912,0.018936,0.008742,0.007647,0.819549,0.696296,0.743243,0.76259,0.751724
6144,gt_aligned,0.05,3.0,1000,0.759,0.74,3.764247,1.773712,1.380511,0.013906,0.014788,0.01444,0.019314,0.007104,0.007094,0.78,0.71,0.76,0.77,0.775
42,gt_aligned,0.05,5.0,50,0.62,0.62,1.977206,0.903975,1.386203,0.018862,0.023578,0.025261,0.033227,0.015001,0.013792,0.4,0.615385,0.571429,0.6,0.8
42,gt_aligned,0.05,5.0,100,0.68,0.74,1.941292,0.818378,1.38506,0.014075,0.018506,0.01811,0.023745,0.010297,0.010339,0.777778,0.666667,0.588235,0.571429,0.823529
42,gt_aligned,0.05,5.0,200,0.695,0.74,1.776199,0.734021,1.38539,0.009962,0.023784,0.020587,0.026575,0.012765,0.010438,0.771429,0.72093,0.651163,0.613636,0.742857
42,gt_aligned,0.05,5.0,400,0.72,0.72,2.578969,0.914987,1.383956,0.017566,0.020342,0.02372,0.026505,0.013728,0.011056,0.829268,0.678571,0.706667,0.670732,0.714286
42,gt_aligned,0.05,5.0,700,0.738571,0.74,3.719495,1.354089,1.37854,0.01277,0.020776,0.016894,0.025351,0.012046,0.011182,0.843972,0.70073,0.695652,0.726027,0.724638
42,gt_aligned,0.05,5.0,1000,0.758,0.74,4.570922,1.690334,1.375754,0.016755,0.02525,0.021171,0.033352,0.012545,0.013178,0.85,0.735,0.685,0.76,0.76
123,gt_aligned,0.05,5.0,50,0.7,0.7,2.222928,0.906389,1.384834,0.011112,0.025181,0.021074,0.025704,0.011605,0.012729,0.875,0.777778,0.5,0.636364,0.875
123,gt_aligned,0.05,5.0,100,0.65,0.6,1.796942,0.90665,1.382781,0.020708,0.029793,0.025077,0.032752,0.016779,0.012636,0.833333,0.705882,0.5,0.6,0.684211
123,gt_aligned,0.05,5.0,200,0.635,0.66,2.121984,0.966361,1.382279,0.01861,0.02602,0.020916,0.032059,0.010182,0.010862,0.6875,0.767442,0.52381,0.568182,0.641026
123,gt_aligned,0.05,5.0,400,0.6975,0.82,2.907907,1.001976,1.383051,0.012359,0.016905,0.016824,0.022709,0.0087,0.00784,0.739726,0.75,0.60274,0.638554,0.747126
123,gt_aligned,0.05,5.0,700,0.744286,0.82,3.761287,1.368891,1.383771,0.017076,0.018351,0.020075,0.02063,0.01203,0.011072,0.80597,0.744966,0.69403,0.687943,0.788732
123,gt_aligned,0.05,5.0,1000,0.779,0.88,4.116125,1.476627,1.382884,0.011754,0.015616,0.012174,0.020425,0.00773,0.008976,0.825,0.77,0.735,0.76,0.805
456,gt_aligned,0.05,5.0,50,0.58,0.58,1.786037,0.804249,1.381593,0.016882,0.030811,0.027303,0.030975,0.01857,0.016909,0.75,0.444444,0.384615,0.583333,0.875
456,gt_aligned,0.05,5.0,100,0.55,0.52,1.626483,0.75753,1.383908,0.022272,0.027487,0.030072,0.037443,0.015885,0.01356,0.8125,0.4,0.368421,0.652174,0.545455
456,gt_aligned,0.05,5.0,200,0.64,0.68,1.94629,0.764346,1.381432,0.015596,0.026336,0.023138,0.029,0.012099,0.010341,0.823529,0.5,0.534884,0.673913,0.682927
456,gt_aligned,0.05,5.0,400,0.705,0.78,2.820277,1.144796,1.384367,0.016698,0.019996,0.022674,0.026518,0.012969,0.014033,0.826667,0.623377,0.5875,0.721519,0.764045
456,gt_aligned,0.05,5.0,700,0.74,0.84,3.90749,1.490763,1.380784,0.010438,0.019589,0.019454,0.022595,0.009557,0.011434,0.843284,0.693431,0.664336,0.724638,0.777027
456,gt_aligned,0.05,5.0,1000,0.767,0.74,4.646061,1.685966,1.374233,0.013661,0.025244,0.018253,0.025571,0.009213,0.010314,0.87,0.73,0.69,0.76,0.785
789,gt_aligned,0.05,5.0,50,0.74,0.74,2.190157,0.942733,1.385275,0.018616,0.023082,0.020775,0.026981,0.009561,0.006982,0.545455,1.0,1.0,0.777778,0.428571
789,gt_aligned,0.05,5.0,100,0.78,0.82,2.248431,1.035607,1.386012,0.01285,0.017139,0.018434,0.019806,0.011946,0.010851,0.625,0.875,0.8,0.793103,0.761905
789,gt_aligned,0.05,5.0,200,0.785,0.74,2.268088,1.025724,1.383808,0.014384,0.021031,0.024588,0.022432,0.009813,0.009378,0.805556,0.809524,0.666667,0.803922,0.787234
789,gt_aligned,0.05,5.0,400,0.81,0.86,2.763054,1.259396,1.383144,0.011565,0.016162,0.014475,0.018858,0.008924,0.008177,0.893333,0.802469,0.724638,0.813953,0.808989
789,gt_aligned,0.05,5.0,700,0.8,0.76,3.290223,1.649536,1.374056,0.01675,0.018244,0.02137,0.022016,0.010846,0.008777,0.904412,0.797203,0.683453,0.821918,0.794118
789,gt_aligned,0.05,5.0,1000,0.8,0.94,3.651497,1.684909,1.376584,0.01376,0.010527,0.011544,0.013134,0.012605,0.012151,0.87,0.795,0.69,0.83,0.815
1024,gt_aligned,0.05,5.0,50,0.62,0.62,2.086078,1.048416,1.381392,0.019122,0.026572,0.02361,0.030081,0.01385,0.01208,0.785714,0.538462,0.857143,0.571429,0.333333
1024,gt_aligned,0.05,5.0,100,0.64,0.66,1.849847,0.978756,1.384647,0.018369,0.026462,0.019372,0.029748,0.016314,0.013889,0.769231,0.571429,0.714286,0.611111,0.52381
1024,gt_aligned,0.05,5.0,200,0.645,0.74,2.093488,1.09712,1.383185,0.016617,0.019165,0.016419,0.024385,0.012346,0.010968,0.863636,0.47619,0.75,0.540541,0.585366
1024,gt_aligned,0.05,5.0,400,0.6675,0.82,3.201747,1.27942,1.375406,0.015692,0.017401,0.018879,0.021414,0.008332,0.007193,0.835443,0.5625,0.658824,0.618421,0.6625
1024,gt_aligned,0.05,5.0,700,0.702857,0.72,4.671553,1.889115,1.375101,0.014605,0.023552,0.020143,0.028456,0.009841,0.007162,0.796992,0.631944,0.687075,0.695652,0.710145
1024,gt_aligned,0.05,5.0,1000,0.739,0.78,5.481311,2.311291,1.372562,0.012292,0.018241,0.019577,0.023007,0.012126,0.010816,0.855,0.685,0.705,0.725,0.725
2048,gt_aligned,0.05,5.0,50,0.6,0.6,1.856389,0.89096,1.385663,0.027414,0.023362,0.021764,0.031715,0.017069,0.015602,0.727273,0.5,0.666667,0.555556,0.555556
2048,gt_aligned,0.05,5.0,100,0.64,0.68,1.710494,0.915629,1.385453,0.014423,0.024606,0.021944,0.028269,0.01149,0.012502,0.722222,0.666667,0.652174,0.5,0.631579
2048,gt_aligned,0.05,5.0,200,0.665,0.74,1.806982,0.877672,1.382903,0.015489,0.022427,0.020505,0.024091,0.015095,0.011645,0.736842,0.642857,0.627907,0.571429,0.738095
2048,gt_aligned,0.05,5.0,400,0.6975,0.64,2.84478,1.193467,1.384945,0.01802,0.028715,0.025393,0.031236,0.015251,0.015388,0.807692,0.621951,0.614458,0.69863,0.75
2048,gt_aligned,0.05,5.0,700,0.722857,0.64,4.034753,1.53144,1.380233,0.016409,0.025322,0.021928,0.027879,0.014108,0.014632,0.824818,0.668874,0.647059,0.736842,0.741259
2048,gt_aligned,0.05,5.0,1000,0.747,0.9,4.923584,1.954491,1.379676,0.011009,0.014542,0.013548,0.016286,0.011009,0.010217,0.845,0.68,0.69,0.775,0.745
3072,gt_aligned,0.05,5.0,50,0.66,0.66,2.224793,0.945575,1.380238,0.015599,0.021722,0.030921,0.025255,0.011425,0.012238,0.714286,0.545455,0.857143,0.545455,0.714286
3072,gt_aligned,0.05,5.0,100,0.65,0.64,2.014694,0.923101,1.384267,0.015169,0.025299,0.025306,0.026095,0.012561,0.012427,0.705882,0.708333,0.714286,0.5,0.652174
3072,gt_aligned,0.05,5.0,200,0.665,0.7,2.081638,1.016351,1.382351,0.018266,0.025261,0.019878,0.029942,0.01195,0.01158,0.71875,0.630435,0.717949,0.604651,0.675
3072,gt_aligned,0.05,5.0,400,0.6725,0.8,3.260043,1.120502,1.378605,0.013031,0.016708,0.014621,0.017414,0.01252,0.011315,0.844156,0.60241,0.69863,0.605263,0.626374
3072,gt_aligned,0.05,5.0,700,0.737143,0.98,4.163558,1.523861,1.379186,0.008106,0.011106,0.012102,0.011701,0.006479,0.005974,0.855072,0.676056,0.751724,0.705426,0.69863
3072,gt_aligned,0.05,5.0,1000,0.761,0.78,4.849255,1.81182,1.376277,0.017173,0.020598,0.017906,0.025315,0.010984,0.012831,0.855,0.705,0.76,0.755,0.73
4096,gt_aligned,0.05,5.0,50,0.62,0.62,1.969534,0.793782,1.385654,0.016739,0.026182,0.026166,0.03073,0.014765,0.014943,0.7,0.333333,0.615385,0.727273,0.6
4096,gt_aligned,0.05,5.0,100,0.63,0.64,1.484975,0.69746,1.386018,0.024392,0.020485,0.026127,0.02805,0.022595,0.021725,0.727273,0.466667,0.590909,0.764706,0.583333
4096,gt_aligned,0.05,5.0,200,0.65,0.66,1.65947,0.542338,1.384448,0.018158,0.028371,0.019299,0.031436,0.015581,0.01547,0.772727,0.566667,0.571429,0.717949,0.6
4096,gt_aligned,0.05,5.0,400,0.67,0.72,3.093256,1.205565,1.38296,0.018723,0.022568,0.017537,0.026643,0.015669,0.014345,0.795181,0.641026,0.636364,0.704225,0.582418
4096,gt_aligned,0.05,5.0,700,0.69,0.68,4.847292,1.867481,1.383056,0.018233,0.027269,0.021073,0.031935,0.012596,0.009814,0.84507,0.612676,0.64539,0.703704,0.642857
4096,gt_aligned,0.05,5.0,1000,0.708,0.66,6.048474,2.346509,1.382551,0.019115,0.023682,0.021302,0.031492,0.015642,0.013928,0.84,0.645,0.66,0.715,0.68
5120,gt_aligned,0.05,5.0,50,0.66,0.66,2.247167,0.94505,1.384885,0.020061,0.020304,0.019259,0.025902,0.012244,0.011717,0.625,0.636364,0.692308,0.666667,0.666667
5120,gt_aligned,0.05,5.0,100,0.7,0.74,2.08328,0.985264,1.382687,0.016595,0.021943,0.021545,0.028917,0.011659,0.009349,0.666667,0.730769,0.73913,0.727273,0.642857
5120,gt_aligned,0.05,5.0,200,0.72,0.82,2.202717,1.092623,1.384517,0.017152,0.016878,0.015992,0.020215,0.011762,0.010324,0.731707,0.7,0.794118,0.75,0.653061
5120,gt_aligned,0.05,5.0,400,0.73,0.72,2.705289,1.161793,1.382621,0.014733,0.02358,0.022674,0.025903,0.012811,0.010073,0.815789,0.662921,0.764706,0.740741,0.686047
5120,gt_aligned,0.05,5.0,700,0.734286,0.8,3.923001,1.545053,1.377252,0.015826,0.018434,0.01735,0.020074,0.01221,0.010939,0.824818,0.673469,0.736842,0.737226,0.705479
5120,gt_aligned,0.05,5.0,1000,0.751,0.78,4.769782,1.814571,1.372784,0.013097,0.018428,0.014538,0.021263,0.012734,0.012661,0.83,0.71,0.71,0.755,0.75
6144,gt_aligned,0.05,5.0,50,0.6,0.6,1.938832,0.932334,1.383943,0.018641,0.030018,0.023449,0.031655,0.012841,0.016863,0.769231,0.375,0.625,0.583333,0.555556
6144,gt_aligned,0.05,5.0,100,0.7,0.8,1.939353,0.965271,1.384061,0.015118,0.019994,0.017449,0.02167,0.012185,0.013043,0.846154,0.5,0.785714,0.636364,0.7
6144,gt_aligned,0.05,5.0,200,0.665,0.66,1.937223,0.893008,1.382703,0.017593,0.029527,0.02385,0.031477,0.01482,0.012862,0.853659,0.454545,0.704545,0.621622,0.644444
6144,gt_aligned,0.05,5.0,400,0.6775,0.76,3.185976,1.327008,1.38123,0.011689,0.024208,0.018521,0.026622,0.009386,0.008891,0.759036,0.608108,0.675325,0.654321,0.682353
6144,gt_aligned,0.05,5.0,700,0.711429,0.66,4.393193,1.843423,1.382263,0.021548,0.019586,0.018266,0.026148,0.011482,0.009353,0.81203,0.666667,0.72973,0.676259,0.675862
6144,gt_aligned,0.05,5.0,1000,0.741,0.82,5.152446,2.245495,1.38265,0.015996,0.017317,0.016637,0.022064,0.009062,0.008672,0.81,0.705,0.745,0.715,0.73
42,gt_aligned,0.15,1.0,50,0.64,0.64,2.596146,1.005178,1.38592,0.007078,0.009692,0.009382,0.012495,0.005506,0.004458,0.4,0.692308,0.571429,0.666667,0.7
42,gt_aligned,0.15,1.0,100,0.68,0.72,2.770283,1.069857,1.385123,0.008204,0.009002,0.009185,0.011304,0.006185,0.005924,0.722222,0.703704,0.588235,0.619048,0.764706
42,gt_aligned,0.15,1.0,200,0.7,0.74,3.12022,1.182098,1.385038,0.005002,0.010871,0.010032,0.011634,0.005117,0.004306,0.771429,0.744186,0.627907,0.659091,0.714286
42,gt_aligned,0.15,1.0,400,0.7175,0.64,3.824697,1.522177,1.381451,0.007278,0.009286,0.009693,0.010935,0.006323,0.005451,0.817073,0.714286,0.666667,0.695122,0.688312
42,gt_aligned,0.15,1.0,700,0.694286,0.64,4.659044,1.890017,1.37864,0.007519,0.009087,0.009029,0.010143,0.006993,0.006551,0.77305,0.708029,0.630435,0.69863,0.65942
42,gt_aligned,0.15,1.0,1000,0.705,0.64,5.537301,2.324311,1.373939,0.007307,0.008844,0.010066,0.011425,0.006379,0.006439,0.78,0.685,0.64,0.725,0.695
123,gt_aligned,0.15,1.0,50,0.68,0.68,2.75678,1.107186,1.38409,0.005118,0.011232,0.00901,0.011442,0.00614,0.006115,0.75,0.777778,0.642857,0.454545,0.875
123,gt_aligned,0.15,1.0,100,0.62,0.56,2.801277,1.131939,1.38433,0.006924,0.009625,0.009972,0.010827,0.006387,0.004851,0.666667,0.588235,0.615385,0.55,0.684211
123,gt_aligned,0.15,1.0,200,0.63,0.6,3.106632,1.442081,1.38324,0.007208,0.010543,0.00968,0.012145,0.004298,0.004528,0.59375,0.627907,0.595238,0.681818,0.641026
123,gt_aligned,0.15,1.0,400,0.66,0.78,3.671351,1.752821,1.382258,0.007612,0.009204,0.009596,0.011598,0.005631,0.005102,0.671233,0.571429,0.630137,0.722892,0.701149
123,gt_aligned,0.15,1.0,700,0.69,0.78,4.608894,2.238547,1.374983,0.007857,0.009312,0.010416,0.010272,0.006261,0.005964,0.716418,0.583893,0.701493,0.765957,0.690141
123,gt_aligned,0.15,1.0,1000,0.702,0.74,5.499311,2.582612,1.364406,0.007864,0.009422,0.007711,0.011711,0.006013,0.006827,0.735,0.57,0.71,0.795,0.7
456,gt_aligned,0.15,1.0,50,0.64,0.64,2.581118,0.987266,1.384953,0.006692,0.009326,0.009149,0.010037,0.006742,0.006226,0.75,0.777778,0.230769,0.75,0.875
456,gt_aligned,0.15,1.0,100,0.65,0.66,2.75836,1.046596,1.384189,0.007271,0.008521,0.009924,0.010941,0.006616,0.006163,0.8125,0.6,0.368421,0.826087,0.636364
456,gt_aligned,0.15,1.0,200,0.695,0.68,3.084717,1.243975,1.38355,0.006401,0.01077,0.008728,0.011481,0.005334,0.004763,0.852941,0.583333,0.581395,0.804348,0.658537
456,gt_aligned,0.15,1.0,400,0.695,0.72,3.813795,1.610253,1.381991,0.007211,0.009416,0.010445,0.01171,0.006657,0.006492,0.773333,0.662338,0.575,0.810127,0.662921
456,gt_aligned,0.15,1.0,700,0.711429,0.76,4.810843,2.086326,1.37396,0.006779,0.009478,0.009714,0.01074,0.006443,0.006926,0.768657,0.635036,0.657343,0.811594,0.689189
456,gt_aligned,0.15,1.0,1000,0.728,0.8,5.719473,2.570437,1.362094,0.006385,0.011905,0.008955,0.011223,0.005706,0.005399,0.76,0.675,0.7,0.83,0.675
789,gt_aligned,0.15,1.0,50,0.72,0.72,2.689625,1.098188,1.384604,0.00776,0.011691,0.009042,0.012407,0.004071,0.003453,0.454545,0.888889,1.0,0.777778,0.571429
789,gt_aligned,0.15,1.0,100,0.65,0.58,2.819908,1.226345,1.383811,0.006533,0.010032,0.009929,0.011473,0.006392,0.006124,0.5,0.625,0.7,0.758621,0.619048
789,gt_aligned,0.15,1.0,200,0.645,0.72,3.096003,1.342318,1.384531,0.006807,0.009105,0.009481,0.010126,0.006154,0.005456,0.666667,0.642857,0.666667,0.72549,0.531915
789,gt_aligned,0.15,1.0,400,0.68,0.72,3.880961,1.807373,1.379403,0.007576,0.009865,0.008708,0.010773,0.006052,0.006275,0.773333,0.654321,0.666667,0.744186,0.573034
789,gt_aligned,0.15,1.0,700,0.675714,0.64,4.713142,2.243194,1.367994,0.006122,0.009357,0.011176,0.009972,0.006048,0.005352,0.801471,0.636364,0.633094,0.739726,0.566176
789,gt_aligned,0.15,1.0,1000,0.659,0.7,5.371472,2.647723,1.360608,0.008532,0.007907,0.008574,0.009626,0.007467,0.007387,0.76,0.635,0.625,0.735,0.54
1024,gt_aligned,0.15,1.0,50,0.58,0.58,2.564083,1.021619,1.383241,0.007945,0.009318,0.008676,0.009701,0.007991,0.007371,0.857143,0.538462,0.857143,0.571429,0.0
