condition,volume,q_bar,margin,seed,alarm_fired,alarm_index,t_damage,lead_time,miss,baseline_q,k_used
adversarial,50,0.85,0.05,8550007,True,304,214,-90,True,0.8792,0.8292
adversarial,50,0.85,0.05,8550008,True,116,481,365,False,0.9224,0.8724
adversarial,50,0.85,0.05,8550009,False,,335,,True,0.7873,0.7373
adversarial,50,0.85,0.05,8550010,False,,205,,True,0.8022,0.7522
adversarial,50,0.85,0.05,8550011,True,243,155,-88,True,0.8610,0.8110
adversarial,50,0.85,0.05,8550012,False,,163,,True,0.7048,0.6548
adversarial,50,0.85,0.05,8550013,True,146,,,,0.9447,0.8947
adversarial,50,0.85,0.05,8550014,False,,266,,True,0.8478,0.7978
adversarial,50,0.85,0.05,8550015,True,307,,,,0.8855,0.8355
adversarial,50,0.85,0.05,8550016,False,,456,,True,0.7298,0.6798
adversarial,50,0.85,0.05,8550017,True,434,,,,0.8507,0.8007
adversarial,50,0.85,0.05,8550018,False,,,,,0.7293,0.6793
adversarial,50,0.85,0.05,8550019,False,,,,,0.7840,0.7340
adversarial,50,0.85,0.05,8550020,False,,,,,0.8473,0.7973
adversarial,50,0.85,0.05,8550021,False,,479,,True,0.8342,0.7842
adversarial,50,0.85,0.05,8550022,True,345,215,-130,True,0.8709,0.8209
adversarial,50,0.85,0.05,8550023,False,,,,,0.7569,0.7069
adversarial,50,0.85,0.05,8550024,True,167,,,,0.9032,0.8532
adversarial,50,0.85,0.05,8550025,False,,,,,0.8044,0.7544
adversarial,50,0.85,0.05,8550026,False,,275,,True,0.7958,0.7458
adversarial,50,0.85,0.05,8550027,False,,,,,0.7677,0.7177
adversarial,50,0.85,0.05,8550028,True,224,309,85,False,0.9443,0.8943
adversarial,50,0.85,0.05,8550029,True,137,,,,0.9433,0.8933
adversarial,50,0.85,0.08,8550000,False,,166,,True,0.9091,0.8291
adversarial,50,0.85,0.08,8550001,True,312,317,5,False,0.8902,0.8102
adversarial,50,0.85,0.08,8550002,False,,150,,True,0.8405,0.7605
adversarial,50,0.85,0.08,8550003,False,,,,,0.8222,0.7422
adversarial,50,0.85,0.08,8550004,False,,278,,True,0.8161,0.7361
adversarial,50,0.85,0.08,8550005,True,102,,,,0.9568,0.8768
adversarial,50,0.85,0.08,8550006,False,,322,,True,0.8032,0.7232
adversarial,50,0.85,0.08,8550007,False,,214,,True,0.8792,0.7992
adversarial,50,0.85,0.08,8550008,True,132,481,349,False,0.9224,0.8424
adversarial,50,0.85,0.08,8550009,False,,335,,True,0.7873,0.7073
adversarial,50,0.85,0.08,8550010,False,,205,,True,0.8022,0.7222
adversarial,50,0.85,0.08,8550011,False,,155,,True,0.8610,0.7810
adversarial,50,0.85,0.08,8550012,False,,163,,True,0.7048,0.6248
adversarial,50,0.85,0.08,8550013,True,260,,,,0.9447,0.8647
adversarial,50,0.85,0.08,8550014,False,,266,,True,0.8478,0.7678
adversarial,50,0.85,0.08,8550015,False,,,,,0.8855,0.8055
adversarial,50,0.85,0.08,8550016,False,,456,,True,0.7298,0.6498
adversarial,50,0.85,0.08,8550017,False,,,,,0.8507,0.7707
adversarial,50,0.85,0.08,8550018,False,,,,,0.7293,0.6493
adversarial,50,0.85,0.08,8550019,False,,,,,0.7840,0.7040
adversarial,50,0.85,0.08,8550020,False,,,,,0.8473,0.7673
adversarial,50,0.85,0.08,8550021,False,,479,,True,0.8342,0.7542
adversarial,50,0.85,0.08,8550022,False,,215,,True,0.8709,0.7909
adversarial,50,0.85,0.08,8550023,False,,,,,0.7569,0.6769
adversarial,50,0.85,0.08,8550024,False,,,,,0.9032,0.8232
adversarial,50,0.85,0.08,8550025,False,,,,,0.8044,0.7244
adversarial,50,0.85,0.08,8550026,False,,275,,True,0.7958,0.7158
adversarial,50,0.85,0.08,8550027,False,,,,,0.7677,0.6877
adversarial,50,0.85,0.08,8550028,True,318,309,-9,True,0.9443,0.8643
adversarial,50,0.85,0.08,8550029,True,145,,,,0.9433,0.8633
adversarial,50,0.85,0.1,8550000,False,,166,,True,0.9091,0.8091
adversarial,50,0.85,0.1,8550001,True,332,317,-15,True,0.8902,0.7902
adversarial,50,0.85,0.1,8550002,False,,150,,True,0.8405,0.7405
adversarial,50,0.85,0.1,8550003,False,,,,,0.8222,0.7222
adversarial,50,0.85,0.1,8550004,False,,278,,True,0.8161,0.7161
adversarial,50,0.85,0.1,8550005,True,124,,,,0.9568,0.8568
adversarial,50,0.85,0.1,8550006,False,,322,,True,0.8032,0.7032
adversarial,50,0.85,0.1,8550007,False,,214,,True,0.8792,0.7792
adversarial,50,0.85,0.1,8550008,True,357,481,124,False,0.9224,0.8224
adversarial,50,0.85,0.1,8550009,False,,335,,True,0.7873,0.6873
adversarial,50,0.85,0.1,8550010,False,,205,,True,0.8022,0.7022
adversarial,50,0.85,0.1,8550011,False,,155,,True,0.8610,0.7610
adversarial,50,0.85,0.1,8550012,False,,163,,True,0.7048,0.6048
adversarial,50,0.85,0.1,8550013,True,419,,,,0.9447,0.8447
adversarial,50,0.85,0.1,8550014,False,,266,,True,0.8478,0.7478
adversarial,50,0.85,0.1,8550015,False,,,,,0.8855,0.7855
adversarial,50,0.85,0.1,8550016,False,,456,,True,0.7298,0.6298
adversarial,50,0.85,0.1,8550017,False,,,,,0.8507,0.7507
adversarial,50,0.85,0.1,8550018,False,,,,,0.7293,0.6293
adversarial,50,0.85,0.1,8550019,False,,,,,0.7840,0.6840
adversarial,50,0.85,0.1,8550020,False,,,,,0.8473,0.7473
adversarial,50,0.85,0.1,8550021,False,,479,,True,0.8342,0.7342
adversarial,50,0.85,0.1,8550022,False,,215,,True,0.8709,0.7709
adversarial,50,0.85,0.1,8550023,False,,,,,0.7569,0.6569
adversarial,50,0.85,0.1,8550024,False,,,,,0.9032,0.8032
adversarial,50,0.85,0.1,8550025,False,,,,,0.8044,0.7044
adversarial,50,0.85,0.1,8550026,False,,275,,True,0.7958,0.6958
adversarial,50,0.85,0.1,8550027,False,,,,,0.7677,0.6677
adversarial,50,0.85,0.1,8550028,True,372,309,-63,True,0.9443,0.8443
adversarial,50,0.85,0.1,8550029,True,153,,,,0.9433,0.8433
adversarial,100,0.6,0.02,6100000,True,682,369,-313,True,0.6136,0.5936
adversarial,100,0.6,0.02,6100001,True,177,592,415,False,0.7007,0.6807
adversarial,100,0.6,0.02,6100002,True,112,375,263,False,0.5574,0.5374
adversarial,100,0.6,0.02,6100003,True,932,298,-634,True,0.6000,0.5800
adversarial,100,0.6,0.02,6100004,True,89,783,694,False,0.7679,0.7479
adversarial,100,0.6,0.02,6100005,False,,,,,0.4985,0.4785
adversarial,100,0.6,0.02,6100006,True,329,318,-11,True,0.6804,0.6604
adversarial,100,0.6,0.02,6100007,True,102,329,227,False,0.7715,0.7515
adversarial,100,0.6,0.02,6100008,True,842,303,-539,True,0.6283,0.6083
adversarial,100,0.6,0.02,6100009,False,,477,,True,0.5139,0.4939
adversarial,100,0.6,0.02,6100010,False,,,,,0.5498,0.5298
adversarial,100,0.6,0.02,6100011,False,,384,,True,0.3787,0.3587
adversarial,100,0.6,0.02,6100012,True,93,344,251,False,0.6744,0.6544
adversarial,100,0.6,0.02,6100013,False,,560,,True,0.4941,0.4741
adversarial,100,0.6,0.02,6100014,True,109,713,604,False,0.7501,0.7301
adversarial,100,0.6,0.02,6100015,True,805,313,-492,True,0.5700,0.5500
adversarial,100,0.6,0.02,6100016,False,,557,,True,0.5891,0.5691
adversarial,100,0.6,0.02,6100017,True,78,288,210,False,0.8197,0.7997
adversarial,100,0.6,0.02,6100018,True,133,395,262,False,0.7293,0.7093
adversarial,100,0.6,0.02,6100019,True,193,819,626,False,0.6427,0.6227
adversarial,100,0.6,0.02,6100020,True,89,377,288,False,0.8726,0.8526
adversarial,100,0.6,0.02,6100021,True,101,591,490,False,0.8083,0.7883
adversarial,100,0.6,0.02,6100022,False,,549,,True,0.5776,0.5576
adversarial,100,0.6,0.02,6100023,True,126,434,308,False,0.7351,0.7151
adversarial,100,0.6,0.02,6100024,True,586,585,-1,True,0.6165,0.5965
adversarial,100,0.6,0.02,6100025,True,958,338,-620,True,0.6011,0.5811
adversarial,100,0.6,0.02,6100026,True,352,760,408,False,0.6851,0.6651
adversarial,100,0.6,0.02,6100027,True,879,668,-211,True,0.6166,0.5966
adversarial,100,0.6,0.02,6100028,True,828,662,-166,True,0.6313,0.6113
adversarial,100,0.6,0.02,6100029,True,92,341,249,False,0.7459,0.7259
adversarial,100,0.6,0.03,6100000,True,691,369,-322,True,0.6136,0.5836
adversarial,100,0.6,0.03,6100001,True,180,592,412,False,0.7007,0.6707
adversarial,100,0.6,0.03,6100002,False,,375,,True,0.5574,0.5274
adversarial,100,0.6,0.03,6100003,False,,298,,True,0.6000,0.5700
adversarial,100,0.6,0.03,6100004,True,97,783,686,False,0.7679,0.7379
adversarial,100,0.6,0.03,6100005,False,,,,,0.4985,0.4685
adversarial,100,0.6,0.03,6100006,True,330,318,-12,True,0.6804,0.6504
adversarial,100,0.6,0.03,6100007,True,102,329,227,False,0.7715,0.7415
adversarial,100,0.6,0.03,6100008,True,843,303,-540,True,0.6283,0.5983
adversarial,100,0.6,0.03,6100009,False,,477,,True,0.5139,0.4839
adversarial,100,0.6,0.03,6100010,False,,,,,0.5498,0.5198
adversarial,100,0.6,0.03,6100011,False,,384,,True,0.3787,0.3487
adversarial,100,0.6,0.03,6100012,True,122,344,222,False,0.6744,0.6444
adversarial,100,0.6,0.03,6100013,False,,560,,True,0.4941,0.4641
adversarial,100,0.6,0.03,6100014,True,111,713,602,False,0.7501,0.7201
adversarial,100,0.6,0.03,6100015,True,807,313,-494,True,0.5700,0.5400
adversarial,100,0.6,0.03,6100016,False,,557,,True,0.5891,0.5591
adversarial,100,0.6,0.03,6100017,True,79,288,209,False,0.8197,0.7897
adversarial,100,0.6,0.03,6100018,True,147,395,248,False,0.7293,0.6993
adversarial,100,0.6,0.03,6100019,True,196,819,623,False,0.6427,0.6127
adversarial,100,0.6,0.03,6100020,True,90,377,287,False,0.8726,0.8426
adversarial,100,0.6,0.03,6100021,True,105,591,486,False,0.8083,0.7783
adversarial,100,0.6,0.03,6100022,False,,549,,True,0.5776,0.5476
adversarial,100,0.6,0.03,6100023,True,184,434,250,False,0.7351,0.7051
adversarial,100,0.6,0.03,6100024,True,596,585,-11,True,0.6165,0.5865
adversarial,100,0.6,0.03,6100025,False,,338,,True,0.6011,0.5711
adversarial,100,0.6,0.03,6100026,True,364,760,396,False,0.6851,0.6551
adversarial,100,0.6,0.03,6100027,True,901,668,-233,True,0.6166,0.5866
adversarial,100,0.6,0.03,6100028,True,919,662,-257,True,0.6313,0.6013
adversarial,100,0.6,0.03,6100029,True,94,341,247,False,0.7459,0.7159
adversarial,100,0.6,0.05,6100000,False,,369,,True,0.6136,0.5636
adversarial,100,0.6,0.05,6100001,True,188,592,404,False,0.7007,0.6507
adversarial,100,0.6,0.05,6100002,False,,375,,True,0.5574,0.5074
adversarial,100,0.6,0.05,6100003,False,,298,,True,0.6000,0.5500
adversarial,100,0.6,0.05,6100004,True,147,783,636,False,0.7679,0.7179
adversarial,100,0.6,0.05,6100005,False,,,,,0.4985,0.4485
adversarial,100,0.6,0.05,6100006,True,336,318,-18,True,0.6804,0.6304
adversarial,100,0.6,0.05,6100007,True,104,329,225,False,0.7715,0.7215
adversarial,100,0.6,0.05,6100008,True,906,303,-603,True,0.6283,0.5783
adversarial,100,0.6,0.05,6100009,False,,477,,True,0.5139,0.4639
adversarial,100,0.6,0.05,6100010,False,,,,,0.5498,0.4998
adversarial,100,0.6,0.05,6100011,False,,384,,True,0.3787,0.3287
adversarial,100,0.6,0.05,6100012,True,152,344,192,False,0.6744,0.6244
adversarial,100,0.6,0.05,6100013,False,,560,,True,0.4941,0.4441
adversarial,100,0.6,0.05,6100014,True,120,713,593,False,0.7501,0.7001
adversarial,100,0.6,0.05,6100015,True,812,313,-499,True,0.5700,0.5200
adversarial,100,0.6,0.05,6100016,False,,557,,True,0.5891,0.5391
adversarial,100,0.6,0.05,6100017,True,81,288,207,False,0.8197,0.7697
adversarial,100,0.6,0.05,6100018,True,155,395,240,False,0.7293,0.6793
adversarial,100,0.6,0.05,6100019,False,,819,,True,0.6427,0.5927
adversarial,100,0.6,0.05,6100020,True,92,377,285,False,0.8726,0.8226
adversarial,100,0.6,0.05,6100021,True,120,591,471,False,0.8083,0.7583
adversarial,100,0.6,0.05,6100022,False,,549,,True,0.5776,0.5276
adversarial,100,0.6,0.05,6100023,True,199,434,235,False,0.7351,0.6851
adversarial,100,0.6,0.05,6100024,False,,585,,True,0.6165,0.5665
adversarial,100,0.6,0.05,6100025,False,,338,,True,0.6011,0.5511
adversarial,100,0.6,0.05,6100026,True,382,760,378,False,0.6851,0.6351
adversarial,100,0.6,0.05,6100027,True,908,668,-240,True,0.6166,0.5666
adversarial,100,0.6,0.05,6100028,True,939,662,-277,True,0.6313,0.5813
adversarial,100,0.6,0.05,6100029,True,97,341,244,False,0.7459,0.6959
adversarial,100,0.6,0.08,6100000,False,,369,,True,0.6136,0.5336
adversarial,100,0.6,0.08,6100001,True,193,592,399,False,0.7007,0.6207
adversarial,100,0.6,0.08,6100002,False,,375,,True,0.5574,0.4774
adversarial,100,0.6,0.08,6100003,False,,298,,True,0.6000,0.5200
adversarial,100,0.6,0.08,6100004,True,238,783,545,False,0.7679,0.6879
adversarial,100,0.6,0.08,6100005,False,,,,,0.4985,0.4185
adversarial,100,0.6,0.08,6100006,True,343,318,-25,True,0.6804,0.6004
adversarial,100,0.6,0.08,6100007,True,109,329,220,False,0.7715,0.6915
adversarial,100,0.6,0.08,6100008,False,,303,,True,0.6283,0.5483
adversarial,100,0.6,0.08,6100009,False,,477,,True,0.5139,0.4339
adversarial,100,0.6,0.08,6100010,False,,,,,0.5498,0.4698
adversarial,100,0.6,0.08,6100011,False,,384,,True,0.3787,0.2987
adversarial,100,0.6,0.08,6100012,True,850,344,-506,True,0.6744,0.5944
adversarial,100,0.6,0.08,6100013,False,,560,,True,0.4941,0.4141
adversarial,100,0.6,0.08,6100014,True,136,713,577,False,0.7501,0.6701
adversarial,100,0.6,0.08,6100015,True,953,313,-640,True,0.5700,0.4900
adversarial,100,0.6,0.08,6100016,False,,557,,True,0.5891,0.5091
adversarial,100,0.6,0.08,6100017,True,85,288,203,False,0.8197,0.7397
adversarial,100,0.6,0.08,6100018,True,167,395,228,False,0.7293,0.6493
adversarial,100,0.6,0.08,6100019,False,,819,,True,0.6427,0.5627
adversarial,100,0.6,0.08,6100020,True,95,377,282,False,0.8726,0.7926
adversarial,100,0.6,0.08,6100021,True,150,591,441,False,0.8083,0.7283
adversarial,100,0.6,0.08,6100022,False,,549,,True,0.5776,0.4976
adversarial,100,0.6,0.08,6100023,True,214,434,220,False,0.7351,0.6551
adversarial,100,0.6,0.08,6100024,False,,585,,True,0.6165,0.5365
adversarial,100,0.6,0.08,6100025,False,,338,,True,0.6011,0.5211
adversarial,100,0.6,0.08,6100026,True,390,760,370,False,0.6851,0.6051
adversarial,100,0.6,0.08,6100027,True,980,668,-312,True,0.6166,0.5366
adversarial,100,0.6,0.08,6100028,True,958,662,-296,True,0.6313,0.5513
adversarial,100,0.6,0.08,6100029,True,102,341,239,False,0.7459,0.6659
adversarial,100,0.6,0.1,6100000,False,,369,,True,0.6136,0.5136
adversarial,100,0.6,0.1,6100001,True,198,592,394,False,0.7007,0.6007
adversarial,100,0.6,0.1,6100002,False,,375,,True,0.5574,0.4574
adversarial,100,0.6,0.1,6100003,False,,298,,True,0.6000,0.5000
adversarial,100,0.6,0.1,6100004,True,251,783,532,False,0.7679,0.6679
adversarial,100,0.6,0.1,6100005,False,,,,,0.4985,0.3985
adversarial,100,0.6,0.1,6100006,True,434,318,-116,True,0.6804,0.5804
adversarial,100,0.6,0.1,6100007,True,111,329,218,False,0.7715,0.6715
adversarial,100,0.6,0.1,6100008,False,,303,,True,0.6283,0.5283
adversarial,100,0.6,0.1,6100009,False,,477,,True,0.5139,0.4139
adversarial,100,0.6,0.1,6100010,False,,,,,0.5498,0.4498
adversarial,100,0.6,0.1,6100011,False,,384,,True,0.3787,0.2787
adversarial,100,0.6,0.1,6100012,True,974,344,-630,True,0.6744,0.5744
adversarial,100,0.6,0.1,6100013,False,,560,,True,0.4941,0.3941
adversarial,100,0.6,0.1,6100014,True,166,713,547,False,0.7501,0.6501
adversarial,100,0.6,0.1,6100015,False,,313,,True,0.5700,0.4700
adversarial,100,0.6,0.1,6100016,False,,557,,True,0.5891,0.4891
adversarial,100,0.6,0.1,6100017,True,90,288,198,False,0.8197,0.7197
adversarial,100,0.6,0.1,6100018,True,176,395,219,False,0.7293,0.6293
adversarial,100,0.6,0.1,6100019,False,,819,,True,0.6427,0.5427
adversarial,100,0.6,0.1,6100020,True,98,377,279,False,0.8726,0.7726
adversarial,100,0.6,0.1,6100021,True,172,591,419,False,0.8083,0.7083
adversarial,100,0.6,0.1,6100022,False,,549,,True,0.5776,0.4776
adversarial,100,0.6,0.1,6100023,True,453,434,-19,True,0.7351,0.6351
adversarial,100,0.6,0.1,6100024,False,,585,,True,0.6165,0.5165
adversarial,100,0.6,0.1,6100025,False,,338,,True,0.6011,0.5011
adversarial,100,0.6,0.1,6100026,True,774,760,-14,True,0.6851,0.5851
adversarial,100,0.6,0.1,6100027,False,,668,,True,0.6166,0.5166
adversarial,100,0.6,0.1,6100028,True,986,662,-324,True,0.6313,0.5313
adversarial,100,0.6,0.1,6100029,True,109,341,232,False,0.7459,0.6459
adversarial,100,0.75,0.02,7600000,True,102,340,238,False,0.9632,0.9432
adversarial,100,0.75,0.02,7600001,True,157,580,423,False,0.8004,0.7804
adversarial,100,0.75,0.02,7600002,True,949,713,-236,True,0.7246,0.7046
adversarial,100,0.75,0.02,7600003,True,375,320,-55,True,0.7882,0.7682
adversarial,100,0.75,0.02,7600004,True,424,378,-46,True,0.7614,0.7414
adversarial,100,0.75,0.02,7600005,False,,,,,0.6029,0.5829
adversarial,100,0.75,0.02,7600006,True,500,366,-134,True,0.7690,0.7490
adversarial,100,0.75,0.02,7600007,False,,321,,True,0.7187,0.6987
adversarial,100,0.75,0.02,7600008,True,319,322,3,False,0.7621,0.7421
adversarial,100,0.75,0.02,7600009,True,92,419,327,False,0.9021,0.8821
adversarial,100,0.75,0.02,7600010,True,120,660,540,False,0.7818,0.7618
adversarial,100,0.75,0.02,7600011,True,120,397,277,False,0.8460,0.8260
adversarial,100,0.75,0.02,7600012,True,900,294,-606,True,0.7399,0.7199
adversarial,100,0.75,0.02,7600013,False,,508,,True,0.7093,0.6893
adversarial,100,0.75,0.02,7600014,True,98,362,264,False,0.9339,0.9139
adversarial,100,0.75,0.02,7600015,True,231,584,353,False,0.8360,0.8160
adversarial,100,0.75,0.02,7600016,True,647,269,-378,True,0.7984,0.7784
adversarial,100,0.75,0.02,7600017,True,126,531,405,False,0.8671,0.8471
adversarial,100,0.75,0.02,7600018,False,,,,,0.6574,0.6374
adversarial,100,0.75,0.02,7600019,False,,358,,True,0.5612,0.5412
adversarial,100,0.75,0.02,7600020,False,,483,,True,0.6434,0.6234
adversarial,100,0.75,0.02,7600021,True,153,349,196,False,0.8454,0.8254
adversarial,100,0.75,0.02,7600022,True,101,510,409,False,0.8977,0.8777
adversarial,100,0.75,0.02,7600023,True,90,830,740,False,0.9416,0.9216
adversarial,100,0.75,0.02,7600024,False,,,,,0.6771,0.6571
adversarial,100,0.75,0.02,7600025,True,149,964,815,False,0.7534,0.7334
adversarial,100,0.75,0.02,7600026,False,,503,,True,0.6254,0.6054
adversarial,100,0.75,0.02,7600027,True,583,600,17,False,0.8260,0.8060
adversarial,100,0.75,0.02,7600028,True,100,424,324,False,0.9287,0.9087
adversarial,100,0.75,0.02,7600029,True,191,358,167,False,0.7457,0.7257
adversarial,100,0.75,0.03,7600000,True,106,340,234,False,0.9632,0.9332
adversarial,100,0.75,0.03,7600001,True,159,580,421,False,0.8004,0.7704
adversarial,100,0.75,0.03,7600002,True,951,713,-238,True,0.7246,0.6946
adversarial,100,0.75,0.03,7600003,True,379,320,-59,True,0.7882,0.7582
adversarial,100,0.75,0.03,7600004,True,434,378,-56,True,0.7614,0.7314
adversarial,100,0.75,0.03,7600005,False,,,,,0.6029,0.5729
adversarial,100,0.75,0.03,7600006,True,659,366,-293,True,0.7690,0.7390
adversarial,100,0.75,0.03,7600007,False,,321,,True,0.7187,0.6887
adversarial,100,0.75,0.03,7600008,True,321,322,1,False,0.7621,0.7321
adversarial,100,0.75,0.03,7600009,True,93,419,326,False,0.9021,0.8721
adversarial,100,0.75,0.03,7600010,True,122,660,538,False,0.7818,0.7518
adversarial,100,0.75,0.03,7600011,True,150,397,247,False,0.8460,0.8160
adversarial,100,0.75,0.03,7600012,True,902,294,-608,True,0.7399,0.7099
adversarial,100,0.75,0.03,7600013,False,,508,,True,0.7093,0.6793
adversarial,100,0.75,0.03,7600014,True,103,362,259,False,0.9339,0.9039
adversarial,100,0.75,0.03,7600015,True,281,584,303,False,0.8360,0.8060
adversarial,100,0.75,0.03,7600016,True,664,269,-395,True,0.7984,0.7684
adversarial,100,0.75,0.03,7600017,True,132,531,399,False,0.8671,0.8371
adversarial,100,0.75,0.03,7600018,False,,,,,0.6574,0.6274
adversarial,100,0.75,0.03,7600019,False,,358,,True,0.5612,0.5312
adversarial,100,0.75,0.03,7600020,False,,483,,True,0.6434,0.6134
adversarial,100,0.75,0.03,7600021,True,156,349,193,False,0.8454,0.8154
adversarial,100,0.75,0.03,7600022,True,102,510,408,False,0.8977,0.8677
adversarial,100,0.75,0.03,7600023,True,91,830,739,False,0.9416,0.9116
adversarial,100,0.75,0.03,7600024,False,,,,,0.6771,0.6471
adversarial,100,0.75,0.03,7600025,True,610,964,354,False,0.7534,0.7234
adversarial,100,0.75,0.03,7600026,False,,503,,True,0.6254,0.5954
adversarial,100,0.75,0.03,7600027,True,592,600,8,False,0.8260,0.7960
adversarial,100,0.75,0.03,7600028,True,101,424,323,False,0.9287,0.8987
adversarial,100,0.75,0.03,7600029,True,197,358,161,False,0.7457,0.7157
adversarial,100,0.75,0.05,7600000,True,113,340,227,False,0.9632,0.9132
adversarial,100,0.75,0.05,7600001,True,165,580,415,False,0.8004,0.7504
adversarial,100,0.75,0.05,7600002,True,954,713,-241,True,0.7246,0.6746
adversarial,100,0.75,0.05,7600003,True,387,320,-67,True,0.7882,0.7382
adversarial,100,0.75,0.05,7600004,True,455,378,-77,True,0.7614,0.7114
adversarial,100,0.75,0.05,7600005,False,,,,,0.6029,0.5529
adversarial,100,0.75,0.05,7600006,True,855,366,-489,True,0.7690,0.7190
adversarial,100,0.75,0.05,7600007,False,,321,,True,0.7187,0.6687
adversarial,100,0.75,0.05,7600008,True,873,322,-551,True,0.7621,0.7121
adversarial,100,0.75,0.05,7600009,True,98,419,321,False,0.9021,0.8521
adversarial,100,0.75,0.05,7600010,True,126,660,534,False,0.7818,0.7318
adversarial,100,0.75,0.05,7600011,True,263,397,134,False,0.8460,0.7960
adversarial,100,0.75,0.05,7600012,True,904,294,-610,True,0.7399,0.6899
adversarial,100,0.75,0.05,7600013,False,,508,,True,0.7093,0.6593
adversarial,100,0.75,0.05,7600014,True,116,362,246,False,0.9339,0.8839
adversarial,100,0.75,0.05,7600015,True,584,584,0,True,0.8360,0.7860
adversarial,100,0.75,0.05,7600016,True,698,269,-429,True,0.7984,0.7484
adversarial,100,0.75,0.05,7600017,True,147,531,384,False,0.8671,0.8171
adversarial,100,0.75,0.05,7600018,False,,,,,0.6574,0.6074
adversarial,100,0.75,0.05,7600019,False,,358,,True,0.5612,0.5112
adversarial,100,0.75,0.05,7600020,False,,483,,True,0.6434,0.5934
adversarial,100,0.75,0.05,7600021,True,189,349,160,False,0.8454,0.7954
adversarial,100,0.75,0.05,7600022,True,106,510,404,False,0.8977,0.8477
adversarial,100,0.75,0.05,7600023,True,93,830,737,False,0.9416,0.8916
adversarial,100,0.75,0.05,7600024,False,,,,,0.6771,0.6271
adversarial,100,0.75,0.05,7600025,True,804,964,160,False,0.7534,0.7034
adversarial,100,0.75,0.05,7600026,False,,503,,True,0.6254,0.5754
adversarial,100,0.75,0.05,7600027,True,605,600,-5,True,0.8260,0.7760
adversarial,100,0.75,0.05,7600028,True,105,424,319,False,0.9287,0.8787
adversarial,100,0.75,0.05,7600029,True,994,358,-636,True,0.7457,0.6957
adversarial,100,0.75,0.08,7600000,True,132,340,208,False,0.9632,0.8832
adversarial,100,0.75,0.08,7600001,True,732,580,-152,True,0.8004,0.7204
adversarial,100,0.75,0.08,7600002,True,976,713,-263,True,0.7246,0.6446
adversarial,100,0.75,0.08,7600003,True,648,320,-328,True,0.7882,0.7082
adversarial,100,0.75,0.08,7600004,False,,378,,True,0.7614,0.6814
adversarial,100,0.75,0.08,7600005,False,,,,,0.6029,0.5229
adversarial,100,0.75,0.08,7600006,True,862,366,-496,True,0.7690,0.6890
adversarial,100,0.75,0.08,7600007,False,,321,,True,0.7187,0.6387
adversarial,100,0.75,0.08,7600008,True,909,322,-587,True,0.7621,0.6821
