condition,volume,q_bar,margin,seed,alarm_fired,alarm_index,t_damage,lead_time,miss,baseline_q,k_used
silent_quality,100,0.75,0.1,7600015,True,382,291,-91,True,0.8360,0.7360
silent_quality,100,0.75,0.1,7600016,True,701,269,-432,True,0.7984,0.6984
silent_quality,100,0.75,0.1,7600017,True,242,501,259,False,0.8671,0.7671
silent_quality,100,0.75,0.1,7600018,False,,659,,True,0.6574,0.5574
silent_quality,100,0.75,0.1,7600019,False,,357,,True,0.5612,0.4612
silent_quality,100,0.75,0.1,7600020,False,,313,,True,0.6434,0.5434
silent_quality,100,0.75,0.1,7600021,True,253,269,16,False,0.8454,0.7454
silent_quality,100,0.75,0.1,7600022,True,117,277,160,False,0.8977,0.7977
silent_quality,100,0.75,0.1,7600023,True,99,282,183,False,0.9416,0.8416
silent_quality,100,0.75,0.1,7600024,False,,345,,True,0.6771,0.5771
silent_quality,100,0.75,0.1,7600025,False,,964,,True,0.7534,0.6534
silent_quality,100,0.75,0.1,7600026,False,,444,,True,0.6254,0.5254
silent_quality,100,0.75,0.1,7600027,True,606,314,-292,True,0.8260,0.7260
silent_quality,100,0.75,0.1,7600028,True,117,290,173,False,0.9287,0.8287
silent_quality,100,0.75,0.1,7600029,True,446,343,-103,True,0.7457,0.6457
silent_quality,100,0.85,0.02,8600000,True,142,512,370,False,0.9497,0.9297
silent_quality,100,0.85,0.02,8600001,False,,333,,True,0.7414,0.7214
silent_quality,100,0.85,0.02,8600002,True,185,288,103,False,0.8451,0.8251
silent_quality,100,0.85,0.02,8600003,True,475,280,-195,True,0.7434,0.7234
silent_quality,100,0.85,0.02,8600004,True,135,399,264,False,0.8869,0.8669
silent_quality,100,0.85,0.02,8600005,False,,614,,True,0.7385,0.7185
silent_quality,100,0.85,0.02,8600006,True,960,269,-691,True,0.7966,0.7766
silent_quality,100,0.85,0.02,8600007,True,288,436,148,False,0.8171,0.7971
silent_quality,100,0.85,0.02,8600008,True,100,902,802,False,0.9313,0.9113
silent_quality,100,0.85,0.02,8600009,True,99,743,644,False,0.8972,0.8772
silent_quality,100,0.85,0.02,8600010,True,297,287,-10,True,0.8676,0.8476
silent_quality,100,0.85,0.02,8600011,True,82,373,291,False,0.9385,0.9185
silent_quality,100,0.85,0.02,8600012,True,168,289,121,False,0.9463,0.9263
silent_quality,100,0.85,0.02,8600013,True,305,317,12,False,0.8460,0.8260
silent_quality,100,0.85,0.02,8600014,True,226,345,119,False,0.8542,0.8342
silent_quality,100,0.85,0.02,8600015,True,293,294,1,False,0.8030,0.7830
silent_quality,100,0.85,0.02,8600016,True,470,289,-181,True,0.7881,0.7681
silent_quality,100,0.85,0.02,8600017,True,115,,,,0.9525,0.9325
silent_quality,100,0.85,0.02,8600018,False,,,,,0.7535,0.7335
silent_quality,100,0.85,0.02,8600019,True,342,316,-26,True,0.8415,0.8215
silent_quality,100,0.85,0.02,8600020,True,153,269,116,False,0.8958,0.8758
silent_quality,100,0.85,0.02,8600021,True,146,320,174,False,0.9278,0.9078
silent_quality,100,0.85,0.02,8600022,True,423,272,-151,True,0.7985,0.7785
silent_quality,100,0.85,0.02,8600023,True,117,748,631,False,0.9071,0.8871
silent_quality,100,0.85,0.02,8600024,True,899,377,-522,True,0.7851,0.7651
silent_quality,100,0.85,0.02,8600025,True,170,286,116,False,0.8631,0.8431
silent_quality,100,0.85,0.02,8600026,True,395,383,-12,True,0.7986,0.7786
silent_quality,100,0.85,0.02,8600027,True,296,290,-6,True,0.8194,0.7994
silent_quality,100,0.85,0.02,8600028,True,148,312,164,False,0.8742,0.8542
silent_quality,100,0.85,0.02,8600029,True,168,617,449,False,0.9034,0.8834
silent_quality,100,0.85,0.03,8600000,True,170,512,342,False,0.9497,0.9197
silent_quality,100,0.85,0.03,8600001,False,,333,,True,0.7414,0.7114
silent_quality,100,0.85,0.03,8600002,True,188,288,100,False,0.8451,0.8151
silent_quality,100,0.85,0.03,8600003,True,481,280,-201,True,0.7434,0.7134
silent_quality,100,0.85,0.03,8600004,True,142,399,257,False,0.8869,0.8569
silent_quality,100,0.85,0.03,8600005,False,,614,,True,0.7385,0.7085
silent_quality,100,0.85,0.03,8600006,False,,269,,True,0.7966,0.7666
silent_quality,100,0.85,0.03,8600007,True,296,436,140,False,0.8171,0.7871
silent_quality,100,0.85,0.03,8600008,True,107,902,795,False,0.9313,0.9013
silent_quality,100,0.85,0.03,8600009,True,102,743,641,False,0.8972,0.8672
silent_quality,100,0.85,0.03,8600010,True,298,287,-11,True,0.8676,0.8376
silent_quality,100,0.85,0.03,8600011,True,83,373,290,False,0.9385,0.9085
silent_quality,100,0.85,0.03,8600012,True,179,289,110,False,0.9463,0.9163
silent_quality,100,0.85,0.03,8600013,True,309,317,8,False,0.8460,0.8160
silent_quality,100,0.85,0.03,8600014,True,231,345,114,False,0.8542,0.8242
silent_quality,100,0.85,0.03,8600015,True,383,294,-89,True,0.8030,0.7730
silent_quality,100,0.85,0.03,8600016,True,476,289,-187,True,0.7881,0.7581
silent_quality,100,0.85,0.03,8600017,True,123,,,,0.9525,0.9225
silent_quality,100,0.85,0.03,8600018,False,,,,,0.7535,0.7235
silent_quality,100,0.85,0.03,8600019,True,346,316,-30,True,0.8415,0.8115
silent_quality,100,0.85,0.03,8600020,True,160,269,109,False,0.8958,0.8658
silent_quality,100,0.85,0.03,8600021,True,152,320,168,False,0.9278,0.8978
silent_quality,100,0.85,0.03,8600022,True,431,272,-159,True,0.7985,0.7685
silent_quality,100,0.85,0.03,8600023,True,121,748,627,False,0.9071,0.8771
silent_quality,100,0.85,0.03,8600024,True,911,377,-534,True,0.7851,0.7551
silent_quality,100,0.85,0.03,8600025,True,210,286,76,False,0.8631,0.8331
silent_quality,100,0.85,0.03,8600026,True,397,383,-14,True,0.7986,0.7686
silent_quality,100,0.85,0.03,8600027,True,299,290,-9,True,0.8194,0.7894
silent_quality,100,0.85,0.03,8600028,True,151,312,161,False,0.8742,0.8442
silent_quality,100,0.85,0.03,8600029,True,288,617,329,False,0.9034,0.8734
silent_quality,100,0.85,0.05,8600000,True,185,512,327,False,0.9497,0.8997
silent_quality,100,0.85,0.05,8600001,False,,333,,True,0.7414,0.6914
silent_quality,100,0.85,0.05,8600002,True,319,288,-31,True,0.8451,0.7951
silent_quality,100,0.85,0.05,8600003,True,492,280,-212,True,0.7434,0.6934
silent_quality,100,0.85,0.05,8600004,True,204,399,195,False,0.8869,0.8369
silent_quality,100,0.85,0.05,8600005,False,,614,,True,0.7385,0.6885
silent_quality,100,0.85,0.05,8600006,False,,269,,True,0.7966,0.7466
silent_quality,100,0.85,0.05,8600007,True,436,436,0,True,0.8171,0.7671
silent_quality,100,0.85,0.05,8600008,True,127,902,775,False,0.9313,0.8813
silent_quality,100,0.85,0.05,8600009,True,288,743,455,False,0.8972,0.8472
silent_quality,100,0.85,0.05,8600010,True,301,287,-14,True,0.8676,0.8176
silent_quality,100,0.85,0.05,8600011,True,87,373,286,False,0.9385,0.8885
silent_quality,100,0.85,0.05,8600012,True,206,289,83,False,0.9463,0.8963
silent_quality,100,0.85,0.05,8600013,True,314,317,3,False,0.8460,0.7960
silent_quality,100,0.85,0.05,8600014,True,260,345,85,False,0.8542,0.8042
silent_quality,100,0.85,0.05,8600015,True,985,294,-691,True,0.8030,0.7530
silent_quality,100,0.85,0.05,8600016,True,516,289,-227,True,0.7881,0.7381
silent_quality,100,0.85,0.05,8600017,True,204,,,,0.9525,0.9025
silent_quality,100,0.85,0.05,8600018,False,,,,,0.7535,0.7035
silent_quality,100,0.85,0.05,8600019,True,357,316,-41,True,0.8415,0.7915
silent_quality,100,0.85,0.05,8600020,True,187,269,82,False,0.8958,0.8458
silent_quality,100,0.85,0.05,8600021,True,167,320,153,False,0.9278,0.8778
silent_quality,100,0.85,0.05,8600022,True,639,272,-367,True,0.7985,0.7485
silent_quality,100,0.85,0.05,8600023,True,133,748,615,False,0.9071,0.8571
silent_quality,100,0.85,0.05,8600024,True,923,377,-546,True,0.7851,0.7351
silent_quality,100,0.85,0.05,8600025,True,275,286,11,False,0.8631,0.8131
silent_quality,100,0.85,0.05,8600026,True,407,383,-24,True,0.7986,0.7486
silent_quality,100,0.85,0.05,8600027,True,304,290,-14,True,0.8194,0.7694
silent_quality,100,0.85,0.05,8600028,True,175,312,137,False,0.8742,0.8242
silent_quality,100,0.85,0.05,8600029,True,324,617,293,False,0.9034,0.8534
silent_quality,100,0.85,0.08,8600000,True,239,512,273,False,0.9497,0.8697
silent_quality,100,0.85,0.08,8600001,False,,333,,True,0.7414,0.6614
silent_quality,100,0.85,0.08,8600002,True,341,288,-53,True,0.8451,0.7651
silent_quality,100,0.85,0.08,8600003,False,,280,,True,0.7434,0.6634
silent_quality,100,0.85,0.08,8600004,True,389,399,10,False,0.8869,0.8069
silent_quality,100,0.85,0.08,8600005,False,,614,,True,0.7385,0.6585
silent_quality,100,0.85,0.08,8600006,False,,269,,True,0.7966,0.7166
silent_quality,100,0.85,0.08,8600007,True,461,436,-25,True,0.8171,0.7371
silent_quality,100,0.85,0.08,8600008,True,176,902,726,False,0.9313,0.8513
silent_quality,100,0.85,0.08,8600009,True,353,743,390,False,0.8972,0.8172
silent_quality,100,0.85,0.08,8600010,True,308,287,-21,True,0.8676,0.7876
silent_quality,100,0.85,0.08,8600011,True,92,373,281,False,0.9385,0.8585
silent_quality,100,0.85,0.08,8600012,True,232,289,57,False,0.9463,0.8663
silent_quality,100,0.85,0.08,8600013,True,512,317,-195,True,0.8460,0.7660
silent_quality,100,0.85,0.08,8600014,True,274,345,71,False,0.8542,0.7742
silent_quality,100,0.85,0.08,8600015,False,,294,,True,0.8030,0.7230
silent_quality,100,0.85,0.08,8600016,True,583,289,-294,True,0.7881,0.7081
silent_quality,100,0.85,0.08,8600017,True,239,,,,0.9525,0.8725
silent_quality,100,0.85,0.08,8600018,False,,,,,0.7535,0.6735
silent_quality,100,0.85,0.08,8600019,True,368,316,-52,True,0.8415,0.7615
silent_quality,100,0.85,0.08,8600020,True,266,269,3,False,0.8958,0.8158
silent_quality,100,0.85,0.08,8600021,True,378,320,-58,True,0.9278,0.8478
silent_quality,100,0.85,0.08,8600022,True,829,272,-557,True,0.7985,0.7185
silent_quality,100,0.85,0.08,8600023,True,228,748,520,False,0.9071,0.8271
silent_quality,100,0.85,0.08,8600024,False,,377,,True,0.7851,0.7051
silent_quality,100,0.85,0.08,8600025,True,299,286,-13,True,0.8631,0.7831
silent_quality,100,0.85,0.08,8600026,False,,383,,True,0.7986,0.7186
silent_quality,100,0.85,0.08,8600027,True,587,290,-297,True,0.8194,0.7394
silent_quality,100,0.85,0.08,8600028,True,315,312,-3,True,0.8742,0.7942
silent_quality,100,0.85,0.08,8600029,True,480,617,137,False,0.9034,0.8234
silent_quality,100,0.85,0.1,8600000,True,249,512,263,False,0.9497,0.8497
silent_quality,100,0.85,0.1,8600001,False,,333,,True,0.7414,0.6414
silent_quality,100,0.85,0.1,8600002,True,356,288,-68,True,0.8451,0.7451
silent_quality,100,0.85,0.1,8600003,False,,280,,True,0.7434,0.6434
silent_quality,100,0.85,0.1,8600004,True,405,399,-6,True,0.8869,0.7869
silent_quality,100,0.85,0.1,8600005,False,,614,,True,0.7385,0.6385
silent_quality,100,0.85,0.1,8600006,False,,269,,True,0.7966,0.6966
silent_quality,100,0.85,0.1,8600007,True,467,436,-31,True,0.8171,0.7171
silent_quality,100,0.85,0.1,8600008,True,220,902,682,False,0.9313,0.8313
silent_quality,100,0.85,0.1,8600009,True,386,743,357,False,0.8972,0.7972
silent_quality,100,0.85,0.1,8600010,True,316,287,-29,True,0.8676,0.7676
silent_quality,100,0.85,0.1,8600011,True,98,373,275,False,0.9385,0.8385
silent_quality,100,0.85,0.1,8600012,True,261,289,28,False,0.9463,0.8463
silent_quality,100,0.85,0.1,8600013,False,,317,,True,0.8460,0.7460
silent_quality,100,0.85,0.1,8600014,True,284,345,61,False,0.8542,0.7542
silent_quality,100,0.85,0.1,8600015,False,,294,,True,0.8030,0.7030
silent_quality,100,0.85,0.1,8600016,False,,289,,True,0.7881,0.6881
silent_quality,100,0.85,0.1,8600017,True,244,,,,0.9525,0.8525
silent_quality,100,0.85,0.1,8600018,False,,,,,0.7535,0.6535
silent_quality,100,0.85,0.1,8600019,True,398,316,-82,True,0.8415,0.7415
silent_quality,100,0.85,0.1,8600020,True,324,269,-55,True,0.8958,0.7958
silent_quality,100,0.85,0.1,8600021,True,394,320,-74,True,0.9278,0.8278
silent_quality,100,0.85,0.1,8600022,True,877,272,-605,True,0.7985,0.6985
silent_quality,100,0.85,0.1,8600023,True,337,748,411,False,0.9071,0.8071
silent_quality,100,0.85,0.1,8600024,False,,377,,True,0.7851,0.6851
silent_quality,100,0.85,0.1,8600025,True,342,286,-56,True,0.8631,0.7631
silent_quality,100,0.85,0.1,8600026,False,,383,,True,0.7986,0.6986
silent_quality,100,0.85,0.1,8600027,True,619,290,-329,True,0.8194,0.7194
silent_quality,100,0.85,0.1,8600028,True,320,312,-8,True,0.8742,0.7742
silent_quality,100,0.85,0.1,8600029,True,608,617,9,False,0.9034,0.8034
silent_quality,200,0.6,0.02,6200000,True,976,978,2,False,0.5566,0.5366
silent_quality,200,0.6,0.02,6200001,True,116,991,875,False,0.7084,0.6884
silent_quality,200,0.6,0.02,6200002,True,765,561,-204,True,0.5803,0.5603
silent_quality,200,0.6,0.02,6200003,True,195,607,412,False,0.6665,0.6465
silent_quality,200,0.6,0.02,6200004,True,96,,,,0.8052,0.7852
silent_quality,200,0.6,0.02,6200005,True,184,522,338,False,0.7160,0.6960
silent_quality,200,0.6,0.02,6200006,True,548,523,-25,True,0.5893,0.5693
silent_quality,200,0.6,0.02,6200007,True,699,536,-163,True,0.6179,0.5979
silent_quality,200,0.6,0.02,6200008,True,129,519,390,False,0.6906,0.6706
silent_quality,200,0.6,0.02,6200009,True,1775,1272,-503,True,0.5495,0.5295
silent_quality,200,0.6,0.02,6200010,False,,540,,True,0.5003,0.4803
silent_quality,200,0.6,0.02,6200011,True,183,560,377,False,0.6800,0.6600
silent_quality,200,0.6,0.02,6200012,True,92,831,739,False,0.6828,0.6628
silent_quality,200,0.6,0.02,6200013,True,172,653,481,False,0.7133,0.6933
silent_quality,200,0.6,0.02,6200014,False,,766,,True,0.4635,0.4435
silent_quality,200,0.6,0.02,6200015,True,593,535,-58,True,0.5745,0.5545
silent_quality,200,0.6,0.02,6200016,False,,618,,True,0.3744,0.3544
silent_quality,200,0.6,0.02,6200017,True,104,535,431,False,0.7420,0.7220
silent_quality,200,0.6,0.02,6200018,True,1022,703,-319,True,0.5959,0.5759
silent_quality,200,0.6,0.02,6200019,True,84,553,469,False,0.8909,0.8709
silent_quality,200,0.6,0.02,6200020,False,,,,,0.4482,0.4282
silent_quality,200,0.6,0.02,6200021,False,,600,,True,0.4688,0.4488
silent_quality,200,0.6,0.02,6200022,True,103,529,426,False,0.7385,0.7185
silent_quality,200,0.6,0.02,6200023,True,479,819,340,False,0.6521,0.6321
silent_quality,200,0.6,0.02,6200024,True,576,525,-51,True,0.6366,0.6166
silent_quality,200,0.6,0.02,6200025,True,362,552,190,False,0.6554,0.6354
silent_quality,200,0.6,0.02,6200026,True,582,528,-54,True,0.5583,0.5383
silent_quality,200,0.6,0.02,6200027,True,421,917,496,False,0.6379,0.6179
silent_quality,200,0.6,0.02,6200028,True,142,523,381,False,0.7315,0.7115
silent_quality,200,0.6,0.02,6200029,False,,707,,True,0.4712,0.4512
silent_quality,200,0.6,0.03,6200000,True,993,978,-15,True,0.5566,0.5266
silent_quality,200,0.6,0.03,6200001,True,120,991,871,False,0.7084,0.6784
silent_quality,200,0.6,0.03,6200002,True,776,561,-215,True,0.5803,0.5503
silent_quality,200,0.6,0.03,6200003,True,197,607,410,False,0.6665,0.6365
silent_quality,200,0.6,0.03,6200004,True,98,,,,0.8052,0.7752
silent_quality,200,0.6,0.03,6200005,True,188,522,334,False,0.7160,0.6860
silent_quality,200,0.6,0.03,6200006,True,728,523,-205,True,0.5893,0.5593
silent_quality,200,0.6,0.03,6200007,True,731,536,-195,True,0.6179,0.5879
silent_quality,200,0.6,0.03,6200008,True,133,519,386,False,0.6906,0.6606
silent_quality,200,0.6,0.03,6200009,False,,1272,,True,0.5495,0.5195
silent_quality,200,0.6,0.03,6200010,False,,540,,True,0.5003,0.4703
silent_quality,200,0.6,0.03,6200011,True,237,560,323,False,0.6800,0.6500
silent_quality,200,0.6,0.03,6200012,True,98,831,733,False,0.6828,0.6528
silent_quality,200,0.6,0.03,6200013,True,180,653,473,False,0.7133,0.6833
silent_quality,200,0.6,0.03,6200014,False,,766,,True,0.4635,0.4335
silent_quality,200,0.6,0.03,6200015,True,1147,535,-612,True,0.5745,0.5445
silent_quality,200,0.6,0.03,6200016,False,,618,,True,0.3744,0.3444
silent_quality,200,0.6,0.03,6200017,True,179,535,356,False,0.7420,0.7120
silent_quality,200,0.6,0.03,6200018,True,1205,703,-502,True,0.5959,0.5659
silent_quality,200,0.6,0.03,6200019,True,85,553,468,False,0.8909,0.8609
silent_quality,200,0.6,0.03,6200020,False,,,,,0.4482,0.4182
silent_quality,200,0.6,0.03,6200021,False,,600,,True,0.4688,0.4388
silent_quality,200,0.6,0.03,6200022,True,106,529,423,False,0.7385,0.7085
silent_quality,200,0.6,0.03,6200023,True,495,819,324,False,0.6521,0.6221
silent_quality,200,0.6,0.03,6200024,True,580,525,-55,True,0.6366,0.6066
silent_quality,200,0.6,0.03,6200025,True,364,552,188,False,0.6554,0.6254
silent_quality,200,0.6,0.03,6200026,True,586,528,-58,True,0.5583,0.5283
silent_quality,200,0.6,0.03,6200027,True,426,917,491,False,0.6379,0.6079
silent_quality,200,0.6,0.03,6200028,True,144,523,379,False,0.7315,0.7015
silent_quality,200,0.6,0.03,6200029,False,,707,,True,0.4712,0.4412
silent_quality,200,0.6,0.05,6200000,True,1002,978,-24,True,0.5566,0.5066
silent_quality,200,0.6,0.05,6200001,True,126,991,865,False,0.7084,0.6584
silent_quality,200,0.6,0.05,6200002,True,1860,561,-1299,True,0.5803,0.5303
silent_quality,200,0.6,0.05,6200003,True,201,607,406,False,0.6665,0.6165
silent_quality,200,0.6,0.05,6200004,True,101,,,,0.8052,0.7552
silent_quality,200,0.6,0.05,6200005,True,233,522,289,False,0.7160,0.6660
silent_quality,200,0.6,0.05,6200006,True,733,523,-210,True,0.5893,0.5393
silent_quality,200,0.6,0.05,6200007,True,1033,536,-497,True,0.6179,0.5679
silent_quality,200,0.6,0.05,6200008,True,136,519,383,False,0.6906,0.6406
silent_quality,200,0.6,0.05,6200009,False,,1272,,True,0.5495,0.4995
silent_quality,200,0.6,0.05,6200010,False,,540,,True,0.5003,0.4503
silent_quality,200,0.6,0.05,6200011,True,410,560,150,False,0.6800,0.6300
silent_quality,200,0.6,0.05,6200012,True,361,831,470,False,0.6828,0.6328
silent_quality,200,0.6,0.05,6200013,True,469,653,184,False,0.7133,0.6633
silent_quality,200,0.6,0.05,6200014,False,,766,,True,0.4635,0.4135
silent_quality,200,0.6,0.05,6200015,False,,535,,True,0.5745,0.5245
silent_quality,200,0.6,0.05,6200016,False,,618,,True,0.3744,0.3244
silent_quality,200,0.6,0.05,6200017,True,294,535,241,False,0.7420,0.6920
silent_quality,200,0.6,0.05,6200018,True,1922,703,-1219,True,0.5959,0.5459
silent_quality,200,0.6,0.05,6200019,True,88,553,465,False,0.8909,0.8409
silent_quality,200,0.6,0.05,6200020,False,,,,,0.4482,0.3982
silent_quality,200,0.6,0.05,6200021,False,,600,,True,0.4688,0.4188
silent_quality,200,0.6,0.05,6200022,True,124,529,405,False,0.7385,0.6885
silent_quality,200,0.6,0.05,6200023,True,537,819,282,False,0.6521,0.6021
silent_quality,200,0.6,0.05,6200024,True,591,525,-66,True,0.6366,0.5866
silent_quality,200,0.6,0.05,6200025,True,368,552,184,False,0.6554,0.6054
silent_quality,200,0.6,0.05,6200026,True,1188,528,-660,True,0.5583,0.5083
silent_quality,200,0.6,0.05,6200027,True,460,917,457,False,0.6379,0.5879
silent_quality,200,0.6,0.05,6200028,True,147,523,376,False,0.7315,0.6815
silent_quality,200,0.6,0.05,6200029,False,,707,,True,0.4712,0.4212
silent_quality,200,0.6,0.08,6200000,True,1785,978,-807,True,0.5566,0.4766
silent_quality,200,0.6,0.08,6200001,True,136,991,855,False,0.7084,0.6284
silent_quality,200,0.6,0.08,6200002,False,,561,,True,0.5803,0.5003
silent_quality,200,0.6,0.08,6200003,True,391,607,216,False,0.6665,0.5865
silent_quality,200,0.6,0.08,6200004,True,114,,,,0.8052,0.7252
silent_quality,200,0.6,0.08,6200005,True,571,522,-49,True,0.7160,0.6360
silent_quality,200,0.6,0.08,6200006,True,745,523,-222,True,0.5893,0.5093
silent_quality,200,0.6,0.08,6200007,True,1036,536,-500,True,0.6179,0.5379
silent_quality,200,0.6,0.08,6200008,True,628,519,-109,True,0.6906,0.6106
silent_quality,200,0.6,0.08,6200009,False,,1272,,True,0.5495,0.4695
silent_quality,200,0.6,0.08,6200010,False,,540,,True,0.5003,0.4203
silent_quality,200,0.6,0.08,6200011,True,556,560,4,False,0.6800,0.6000
silent_quality,200,0.6,0.08,6200012,True,619,831,212,False,0.6828,0.6028
silent_quality,200,0.6,0.08,6200013,True,727,653,-74,True,0.7133,0.6333
silent_quality,200,0.6,0.08,6200014,False,,766,,True,0.4635,0.3835
silent_quality,200,0.6,0.08,6200015,False,,535,,True,0.5745,0.4945
silent_quality,200,0.6,0.08,6200016,False,,618,,True,0.3744,0.2944
silent_quality,200,0.6,0.08,6200017,True,303,535,232,False,0.7420,0.6620
silent_quality,200,0.6,0.08,6200018,False,,703,,True,0.5959,0.5159
silent_quality,200,0.6,0.08,6200019,True,96,553,457,False,0.8909,0.8109
silent_quality,200,0.6,0.08,6200020,False,,,,,0.4482,0.3682
silent_quality,200,0.6,0.08,6200021,False,,600,,True,0.4688,0.3888
silent_quality,200,0.6,0.08,6200022,True,295,529,234,False,0.7385,0.6585
silent_quality,200,0.6,0.08,6200023,True,810,819,9,False,0.6521,0.5721
silent_quality,200,0.6,0.08,6200024,True,1616,525,-1091,True,0.6366,0.5566
silent_quality,200,0.6,0.08,6200025,True,865,552,-313,True,0.6554,0.5754
silent_quality,200,0.6,0.08,6200026,False,,528,,True,0.5583,0.4783
silent_quality,200,0.6,0.08,6200027,True,994,917,-77,True,0.6379,0.5579
silent_quality,200,0.6,0.08,6200028,True,152,523,371,False,0.7315,0.6515
silent_quality,200,0.6,0.08,6200029,False,,707,,True,0.4712,0.3912
silent_quality,200,0.6,0.1,6200000,False,,978,,True,0.5566,0.4566
silent_quality,200,0.6,0.1,6200001,True,141,991,850,False,0.7084,0.6084
silent_quality,200,0.6,0.1,6200002,False,,561,,True,0.5803,0.4803
silent_quality,200,0.6,0.1,6200003,False,,607,,True,0.6665,0.5665
silent_quality,200,0.6,0.1,6200004,True,177,,,,0.8052,0.7052
silent_quality,200,0.6,0.1,6200005,True,578,522,-56,True,0.7160,0.6160
silent_quality,200,0.6,0.1,6200006,True,1360,523,-837,True,0.5893,0.4893
silent_quality,200,0.6,0.1,6200007,True,1729,536,-1193,True,0.6179,0.5179
silent_quality,200,0.6,0.1,6200008,True,639,519,-120,True,0.6906,0.5906
silent_quality,200,0.6,0.1,6200009,False,,1272,,True,0.5495,0.4495
silent_quality,200,0.6,0.1,6200010,False,,540,,True,0.5003,0.4003
silent_quality,200,0.6,0.1,6200011,True,565,560,-5,True,0.6800,0.5800
silent_quality,200,0.6,0.1,6200012,True,996,831,-165,True,0.6828,0.5828
silent_quality,200,0.6,0.1,6200013,True,741,653,-88,True,0.7133,0.6133
silent_quality,200,0.6,0.1,6200014,False,,766,,True,0.4635,0.3635
silent_quality,200,0.6,0.1,6200015,False,,535,,True,0.5745,0.4745
silent_quality,200,0.6,0.1,6200016,False,,618,,True,0.3744,0.2744
silent_quality,200,0.6,0.1,6200017,True,328,535,207,False,0.7420,0.6420
silent_quality,200,0.6,0.1,6200018,False,,703,,True,0.5959,0.4959
silent_quality,200,0.6,0.1,6200019,True,98,553,455,False,0.8909,0.7909
silent_quality,200,0.6,0.1,6200020,False,,,,,0.4482,0.3482
silent_quality,200,0.6,0.1,6200021,False,,600,,True,0.4688,0.3688
silent_quality,200,0.6,0.1,6200022,True,324,529,205,False,0.7385,0.6385
silent_quality,200,0.6,0.1,6200023,True,816,819,3,False,0.6521,0.5521
silent_quality,200,0.6,0.1,6200024,True,1623,525,-1098,True,0.6366,0.5366
silent_quality,200,0.6,0.1,6200025,True,902,552,-350,True,0.6554,0.5554
silent_quality,200,0.6,0.1,6200026,False,,528,,True,0.5583,0.4583
silent_quality,200,0.6,0.1,6200027,True,1059,917,-142,True,0.6379,0.5379
silent_quality,200,0.6,0.1,6200028,True,156,523,367,False,0.7315,0.6315
silent_quality,200,0.6,0.1,6200029,False,,707,,True,0.4712,0.3712
silent_quality,200,0.75,0.02,7700000,True,195,659,464,False,0.8030,0.7830
silent_quality,200,0.75,0.02,7700001,True,166,1049,883,False,0.8469,0.8269
silent_quality,200,0.75,0.02,7700002,False,,963,,True,0.6347,0.6147
silent_quality,200,0.75,0.02,7700003,True,1090,1735,645,False,0.6687,0.6487
silent_quality,200,0.75,0.02,7700004,True,397,533,136,False,0.8106,0.7906
silent_quality,200,0.75,0.02,7700005,True,126,,,,0.8292,0.8092
silent_quality,200,0.75,0.02,7700006,True,377,591,214,False,0.8444,0.8244
silent_quality,200,0.75,0.02,7700007,True,98,927,829,False,0.8960,0.8760
silent_quality,200,0.75,0.02,7700008,True,121,523,402,False,0.8259,0.8059
silent_quality,200,0.75,0.02,7700009,True,725,662,-63,True,0.6982,0.6782
silent_quality,200,0.75,0.02,7700010,True,541,798,257,False,0.7437,0.7237
silent_quality,200,0.75,0.02,7700011,True,421,544,123,False,0.7870,0.7670
silent_quality,200,0.75,0.02,7700012,True,108,549,441,False,0.8674,0.8474
silent_quality,200,0.75,0.02,7700013,True,117,895,778,False,0.8184,0.7984
silent_quality,200,0.75,0.02,7700014,True,896,521,-375,True,0.6990,0.6790
silent_quality,200,0.75,0.02,7700015,True,674,661,-13,True,0.7187,0.6987
silent_quality,200,0.75,0.02,7700016,True,569,567,-2,True,0.7685,0.7485
silent_quality,200,0.75,0.02,7700017,True,163,678,515,False,0.8495,0.8295
silent_quality,200,0.75,0.02,7700018,True,241,555,314,False,0.7241,0.7041
silent_quality,200,0.75,0.02,7700019,True,582,592,10,False,0.7485,0.7285
silent_quality,200,0.75,0.02,7700020,True,592,580,-12,True,0.7911,0.7711
silent_quality,200,0.75,0.02,7700021,True,538,519,-19,True,0.7591,0.7391
silent_quality,200,0.75,0.02,7700022,True,685,692,7,False,0.7387,0.7187
silent_quality,200,0.75,0.02,7700023,True,246,,,,0.8614,0.8414
silent_quality,200,0.75,0.02,7700024,True,959,547,-412,True,0.6961,0.6761
silent_quality,200,0.75,0.02,7700025,True,82,892,810,False,0.9432,0.9232
silent_quality,200,0.75,0.02,7700026,True,746,740,-6,True,0.6777,0.6577
silent_quality,200,0.75,0.02,7700027,True,637,567,-70,True,0.6667,0.6467
silent_quality,200,0.75,0.02,7700028,True,564,529,-35,True,0.7403,0.7203
silent_quality,200,0.75,0.02,7700029,True,1272,624,-648,True,0.6947,0.6747
silent_quality,200,0.75,0.03,7700000,True,198,659,461,False,0.8030,0.7730
silent_quality,200,0.75,0.03,7700001,True,171,1049,878,False,0.8469,0.8169
silent_quality,200,0.75,0.03,7700002,False,,963,,True,0.6347,0.6047
silent_quality,200,0.75,0.03,7700003,True,1099,1735,636,False,0.6687,0.6387
silent_quality,200,0.75,0.03,7700004,True,407,533,126,False,0.8106,0.7806
