condition,eta,eta_neg,noise_rate,seed,checkpoint,cumulative_gt_acc,gt_acc_credential,gt_acc_threat,gt_acc_lateral,gt_acc_exfil,gt_acc_insider,mean_profile_drift,mean_profile_separation
profile_cold,0.05,0.01,0.15,42,400,0.515,0.6276595744680851,0.3783783783783784,0.49295774647887325,0.7205882352941176,0.3763440860215054,0.18302324805132045,0.33942995377884927
profile_cold,0.05,0.01,0.15,42,700,0.58,0.738562091503268,0.45,0.4666666666666667,0.8120300751879699,0.4244604316546763,0.2776456838858572,0.48170160552011354
profile_cold,0.05,0.01,0.15,42,1000,0.644,0.7660550458715596,0.5,0.4975124378109453,0.87,0.5634517766497462,0.36271199257307524,0.594210510855848
profile_cold,0.05,0.01,0.15,123,50,0.48,0.5714285714285714,0.18181818181818182,0.6666666666666666,0.875,0.3333333333333333,0.03913729883820946,0.0778848004413182
profile_cold,0.05,0.01,0.15,123,100,0.55,0.7222222222222222,0.36,0.7647058823529411,0.7333333333333333,0.36,0.0765150760162492,0.14611343688724604
profile_cold,0.05,0.01,0.15,123,200,0.62,0.7894736842105263,0.44680851063829785,0.7857142857142857,0.6206896551724138,0.5,0.14165546313711022,0.2576299851173662
profile_cold,0.05,0.01,0.15,123,400,0.7125,0.8933333333333333,0.49382716049382713,0.8043478260869565,0.6984126984126984,0.6741573033707865,0.24056640273740837,0.41323294155729223
profile_cold,0.05,0.01,0.15,123,700,0.77,0.9338235294117647,0.5428571428571428,0.7973856209150327,0.8321167883211679,0.746268656716418,0.3464197742507939,0.562080809854663
profile_cold,0.05,0.01,0.15,123,1000,0.8,0.946524064171123,0.5422885572139303,0.8130841121495327,0.883495145631068,0.8229166666666666,0.420487903725786,0.6688183782104635
profile_cold,0.05,0.01,0.15,456,50,0.32,0.5833333333333334,0.2857142857142857,0.3,0.0,0.3076923076923077,0.028823820357438634,0.06319965131172378
profile_cold,0.05,0.01,0.15,456,100,0.39,0.7272727272727273,0.3684210526315789,0.3181818181818182,0.0,0.42857142857142855,0.05469211081888072,0.10904977557880335
profile_cold,0.05,0.01,0.15,456,200,0.405,0.8108108108108109,0.4358974358974359,0.35714285714285715,0.0,0.4318181818181818,0.09705154319200467,0.1844875747930673
profile_cold,0.05,0.01,0.15,456,400,0.515,0.84,0.625,0.4805194805194805,0.07692307692307693,0.5487804878048781,0.19177859677837555,0.3385996343275207
profile_cold,0.05,0.01,0.15,456,700,0.5842857142857143,0.8863636363636364,0.732484076433121,0.5298507462686567,0.08955223880597014,0.6573426573426573,0.3102437966639926,0.49323602952174606
profile_cold,0.05,0.01,0.15,456,1000,0.638,0.9090909090909091,0.7922705314009661,0.5845410628019324,0.11891891891891893,0.7523364485981309,0.3760214185870156,0.5866574199720617
profile_cold,0.05,0.01,0.15,789,50,0.5,0.75,0.4444444444444444,0.0,0.3333333333333333,0.6,0.03828123043848013,0.0776029725389596
profile_cold,0.05,0.01,0.15,789,100,0.49,0.8214285714285714,0.35,0.08333333333333333,0.43478260869565216,0.47058823529411764,0.06858168825216861,0.13304108639440446
profile_cold,0.05,0.01,0.15,789,200,0.525,0.8846153846153846,0.32558139534883723,0.0967741935483871,0.4864864864864865,0.6486486486486487,0.11489576367928962,0.2133393679525825
profile_cold,0.05,0.01,0.15,789,400,0.58,0.9010989010989011,0.4588235294117647,0.2361111111111111,0.5454545454545454,0.6933333333333334,0.20776861691799012,0.36407364501169454
profile_cold,0.05,0.01,0.15,789,700,0.6385714285714286,0.918918918918919,0.5496688741721855,0.3333333333333333,0.6417910447761194,0.717391304347826,0.3131642270998185,0.5331121252110402
profile_cold,0.05,0.01,0.15,789,1000,0.676,0.941747572815534,0.5932203389830508,0.3626373626373626,0.6927374301675978,0.7715736040609137,0.3771430707735387,0.6221936547594643
profile_cold,0.05,0.01,0.15,1024,50,0.28,0.4444444444444444,0.13333333333333333,0.3333333333333333,0.25,0.3333333333333333,0.030300168113122538,0.05685024102525301
profile_cold,0.05,0.01,0.15,1024,100,0.51,0.6111111111111112,0.28,0.6,0.55,0.5909090909090909,0.06773480303184191,0.12237056103846261
profile_cold,0.05,0.01,0.15,1024,200,0.655,0.6744186046511628,0.358974358974359,0.8095238095238095,0.6571428571428571,0.7560975609756098,0.14606386846747182,0.2567266948938427
profile_cold,0.05,0.01,0.15,1024,400,0.685,0.6666666666666666,0.3950617283950617,0.8241758241758241,0.7564102564102564,0.7692307692307693,0.24441246389532645,0.41710595333712397
profile_cold,0.05,0.01,0.15,1024,700,0.7242857142857143,0.6612903225806451,0.4316546762589928,0.8284023668639053,0.8235294117647058,0.8560606060606061,0.3414651711612474,0.5596221378356506
profile_cold,0.05,0.01,0.15,1024,1000,0.748,0.6868131868131868,0.5071090047393365,0.8367346938775511,0.8518518518518519,0.8670520231213873,0.39044981012338564,0.6355260702741947
profile_cold,0.05,0.01,0.15,2048,50,0.32,0.6666666666666666,0.0,0.7142857142857143,0.36363636363636365,0.2,0.03245927406984377,0.06968065133265967
profile_cold,0.05,0.01,0.15,2048,100,0.37,0.6363636363636364,0.0,0.5294117647058824,0.65,0.27586206896551724,0.06051819353370562,0.11942039492829108
profile_cold,0.05,0.01,0.15,2048,200,0.53,0.7567567567567568,0.08571428571428572,0.5588235294117647,0.7674418604651163,0.45098039215686275,0.12759053521207459,0.23833929525585026
profile_cold,0.05,0.01,0.15,2048,400,0.645,0.8441558441558441,0.3246753246753247,0.7222222222222222,0.7865168539325843,0.5411764705882353,0.2236107877385897,0.40432755518795976
profile_cold,0.05,0.01,0.15,2048,700,0.7028571428571428,0.8888888888888888,0.3787878787878788,0.7692307692307693,0.8456375838926175,0.6099290780141844,0.32150421950747005,0.543804265111077
profile_cold,0.05,0.01,0.15,2048,1000,0.733,0.9114583333333334,0.40609137055837563,0.7889447236180904,0.8904761904761904,0.6633663366336634,0.393511931104914,0.6353842798893891
profile_cold,0.05,0.01,0.15,3072,50,0.34,0.6,0.0,0.2222222222222222,0.0,0.6,0.028998788865858466,0.0567007283394434
profile_cold,0.05,0.01,0.15,3072,100,0.43,0.8,0.29411764705882354,0.3333333333333333,0.058823529411764705,0.56,0.057649305511318395,0.11022378160750278
profile_cold,0.05,0.01,0.15,3072,200,0.485,0.9,0.3157894736842105,0.40540540540540543,0.06451612903225806,0.5925925925925926,0.10790298783595087,0.20016718024145685
profile_cold,0.05,0.01,0.15,3072,400,0.55,0.9285714285714286,0.4177215189873418,0.46835443037974683,0.16901408450704225,0.7227722772277227,0.2063327128342507,0.3609144003628196
profile_cold,0.05,0.01,0.15,3072,700,0.6342857142857142,0.9448818897637795,0.4755244755244755,0.6176470588235294,0.32558139534883723,0.7878787878787878,0.31534747923102924,0.5309864657177036
profile_cold,0.05,0.01,0.15,3072,1000,0.698,0.9375,0.5120772946859904,0.6903553299492385,0.5054945054945055,0.8288288288288288,0.3994790696994233,0.6492703283735045
profile_cold,0.05,0.01,0.15,4096,50,0.16,0.0,0.0,0.3333333333333333,0.3333333333333333,0.3,0.021915870458408364,0.04777223011925289
profile_cold,0.05,0.01,0.15,4096,100,0.29,0.17647058823529413,0.14814814814814814,0.2777777777777778,0.5625,0.36363636363636365,0.05270841397608994,0.10062594340653562
profile_cold,0.05,0.01,0.15,4096,200,0.385,0.4878048780487805,0.23809523809523808,0.2,0.5897435897435898,0.42105263157894735,0.10726720347240382,0.20181671402973586
profile_cold,0.05,0.01,0.15,4096,400,0.445,0.5625,0.32989690721649484,0.20588235294117646,0.68,0.45,0.16689864150640604,0.3089445992552889
profile_cold,0.05,0.01,0.15,4096,700,0.5185714285714286,0.6592592592592592,0.3271604938271605,0.3893129770992366,0.7647058823529411,0.4852941176470588,0.24744751268099,0.4266574353334752
profile_cold,0.05,0.01,0.15,4096,1000,0.557,0.6682242990654206,0.33488372093023255,0.42857142857142855,0.8367346938775511,0.5181347150259067,0.30255649139780055,0.5070491268750897
profile_cold,0.05,0.01,0.15,5120,50,0.36,0.0,0.3333333333333333,0.25,0.8181818181818182,0.42857142857142855,0.03196234656347019,0.06278336484001226
profile_cold,0.05,0.01,0.15,5120,100,0.4,0.0,0.2916666666666667,0.391304347826087,0.8333333333333334,0.5625,0.05951751955008393,0.10993202879180207
profile_cold,0.05,0.01,0.15,5120,200,0.47,0.2564102564102564,0.4358974358974359,0.375,0.8421052631578947,0.4722222222222222,0.11418851585313203,0.20874844943751283
profile_cold,0.05,0.01,0.15,5120,400,0.5025,0.40476190476190477,0.375,0.4470588235294118,0.8082191780821918,0.5128205128205128,0.20261772205037812,0.36080937751230324
profile_cold,0.05,0.01,0.15,5120,700,0.57,0.4788732394366197,0.39166666666666666,0.5222929936305732,0.8978102189781022,0.5486111111111112,0.2873650371707969,0.5023028885639077
profile_cold,0.05,0.01,0.15,5120,1000,0.601,0.5480769230769231,0.41899441340782123,0.543778801843318,0.925531914893617,0.5769230769230769,0.34540092664265853,0.5796627389027775
profile_cold,0.05,0.01,0.15,6144,50,0.36,0.5714285714285714,0.5555555555555556,0.2222222222222222,0.35714285714285715,0.18181818181818182,0.03146279565532063,0.06416128565661815
profile_cold,0.05,0.01,0.15,6144,100,0.43,0.5714285714285714,0.5,0.23529411764705882,0.5217391304347826,0.2857142857142857,0.058598269795531,0.11552879566783308
profile_cold,0.05,0.01,0.15,6144,200,0.51,0.6304347826086957,0.48484848484848486,0.47058823529411764,0.6046511627906976,0.3409090909090909,0.10998613550516176,0.20809508358017312
profile_cold,0.05,0.01,0.15,6144,400,0.5975,0.7411764705882353,0.5423728813559322,0.5405405405405406,0.6210526315789474,0.5172413793103449,0.1947392783117125,0.34625598489911597
profile_cold,0.05,0.01,0.15,6144,700,0.6571428571428571,0.8333333333333334,0.5084745762711864,0.5655172413793104,0.7086092715231788,0.6486486486486487,0.3117940883910357,0.5257059716199071
profile_cold,0.05,0.01,0.15,6144,1000,0.691,0.8701923076923077,0.5384615384615384,0.5454545454545454,0.7596153846153846,0.7135922330097088,0.38173798588092267,0.6246957217662026
profile_cold,0.05,0.05,0.15,42,50,0.42,0.6153846153846154,0.36363636363636365,0.125,0.14285714285714285,0.6363636363636364,0.05667364816467546,0.08798308973427461
profile_cold,0.05,0.05,0.15,42,100,0.53,0.6956521739130435,0.4666666666666667,0.35,0.47058823529411764,0.6,0.08392064789670609,0.1354234194562472
profile_cold,0.05,0.05,0.15,42,200,0.66,0.8260869565217391,0.5,0.5142857142857142,0.5161290322580645,0.7962962962962963,0.1473187634777729,0.2387054372598881
profile_cold,0.05,0.05,0.15,42,400,0.715,0.8829787234042553,0.581081081081081,0.5070422535211268,0.6617647058823529,0.8494623655913979,0.2228440779420017,0.3724373234318499
profile_cold,0.05,0.05,0.15,42,700,0.7842857142857143,0.9215686274509803,0.6714285714285714,0.6148148148148148,0.8045112781954887,0.8920863309352518,0.3522146012620713,0.5635330841964539
profile_cold,0.05,0.05,0.15,42,1000,0.834,0.9311926605504587,0.7282608695652174,0.7064676616915423,0.865,0.9238578680203046,0.4409410404409756,0.6825430896637739
profile_cold,0.05,0.05,0.15,123,50,0.48,0.8571428571428571,0.2727272727272727,0.4444444444444444,0.875,0.26666666666666666,0.0573193434440031,0.09314856722487576
profile_cold,0.05,0.05,0.15,123,100,0.59,0.8888888888888888,0.52,0.5294117647058824,0.8666666666666667,0.32,0.0911572038546076,0.1460443991792813
profile_cold,0.05,0.05,0.15,123,200,0.66,0.9210526315789473,0.5531914893617021,0.5952380952380952,0.7241379310344828,0.5681818181818182,0.14870278230566952,0.257847011025872
profile_cold,0.05,0.05,0.15,123,400,0.7675,0.9333333333333333,0.691358024691358,0.7065217391304348,0.7777777777777778,0.7528089887640449,0.25133887721239234,0.41266001156691134
profile_cold,0.05,0.05,0.15,123,700,0.8371428571428572,0.9558823529411765,0.8,0.7516339869281046,0.8759124087591241,0.8134328358208955,0.3498708034285701,0.5495838022910792
profile_cold,0.05,0.05,0.15,123,1000,0.879,0.9679144385026738,0.8606965174129353,0.794392523364486,0.912621359223301,0.8697916666666666,0.4362408279439687,0.6627540291276424
profile_cold,0.05,0.05,0.15,456,50,0.4,0.5,0.2857142857142857,0.7,0.0,0.38461538461538464,0.04387998523338499,0.07632878453773002
profile_cold,0.05,0.05,0.15,456,100,0.54,0.5909090909090909,0.5789473684210527,0.5909090909090909,0.375,0.5238095238095238,0.08007842410541872,0.12990392071111104
profile_cold,0.05,0.05,0.15,456,200,0.66,0.7027027027027027,0.6153846153846154,0.6190476190476191,0.6052631578947368,0.75,0.14482715193345236,0.23567880683738682
profile_cold,0.05,0.05,0.15,456,400,0.7725,0.8266666666666667,0.7727272727272727,0.7272727272727273,0.6923076923076923,0.8414634146341463,0.262775493544737,0.4208824171354174
profile_cold,0.05,0.05,0.15,456,700,0.8385714285714285,0.8939393939393939,0.8471337579617835,0.7761194029850746,0.7611940298507462,0.9090909090909091,0.3809526429786231,0.5826130462793506
profile_cold,0.05,0.05,0.15,456,1000,0.869,0.9144385026737968,0.8792270531400966,0.8019323671497585,0.827027027027027,0.9205607476635514,0.4554655174430546,0.6895751251206327
profile_cold,0.05,0.05,0.15,789,50,0.44,0.375,0.4444444444444444,0.16666666666666666,0.4444444444444444,0.7,0.045889427178659466,0.07539002024963136
profile_cold,0.05,0.05,0.15,789,100,0.49,0.5357142857142857,0.5,0.4166666666666667,0.4782608695652174,0.47058823529411764,0.08973011189408678,0.13746972973930463
profile_cold,0.05,0.05,0.15,789,200,0.55,0.5961538461538461,0.5348837209302325,0.3870967741935484,0.5405405405405406,0.6486486486486487,0.134747809857582,0.2161328764979541
profile_cold,0.05,0.05,0.15,789,400,0.6825,0.7142857142857143,0.6941176470588235,0.5833333333333334,0.6493506493506493,0.76,0.2433488637980154,0.393198015736549
profile_cold,0.05,0.05,0.15,789,700,0.8,0.8040540540540541,0.8145695364238411,0.7286821705426356,0.7761194029850746,0.8695652173913043,0.36817523277648256,0.5717966411578365
profile_cold,0.05,0.05,0.15,789,1000,0.849,0.8592233009708737,0.8728813559322034,0.7582417582417582,0.8324022346368715,0.9086294416243654,0.44197968804629506,0.6699793960137094
profile_cold,0.05,0.05,0.15,1024,50,0.38,0.6666666666666666,0.26666666666666666,0.1111111111111111,0.625,0.3333333333333333,0.0574922637925514,0.08832540498290023
profile_cold,0.05,0.05,0.15,1024,100,0.54,0.7777777777777778,0.36,0.2,0.7,0.6363636363636364,0.081449733258899,0.1296292720802386
profile_cold,0.05,0.05,0.15,1024,200,0.645,0.8372093023255814,0.48717948717948717,0.4523809523809524,0.7142857142857143,0.7317073170731707,0.14172594351663295,0.2390538652308631
profile_cold,0.05,0.05,0.15,1024,400,0.7125,0.8611111111111112,0.5679012345679012,0.6263736263736264,0.782051282051282,0.7564102564102564,0.22957895502802442,0.3884569954075969
profile_cold,0.05,0.05,0.15,1024,700,0.7942857142857143,0.9112903225806451,0.7122302158273381,0.6982248520710059,0.8382352941176471,0.8484848484848485,0.3507002068078947,0.5709141476012208
profile_cold,0.05,0.05,0.15,1024,1000,0.831,0.9175824175824175,0.7914691943127962,0.7510204081632653,0.8624338624338624,0.8670520231213873,0.4149496726431308,0.6561120303684006
profile_cold,0.05,0.05,0.15,2048,50,0.38,0.16666666666666666,0.2727272727272727,0.7142857142857143,0.2727272727272727,0.4666666666666667,0.0486171933667162,0.06485139208425289
profile_cold,0.05,0.05,0.15,2048,100,0.41,0.18181818181818182,0.2608695652173913,0.5294117647058824,0.55,0.4482758620689655,0.08122354615249508,0.11311713902604435
profile_cold,0.05,0.05,0.15,2048,200,0.56,0.5945945945945946,0.34285714285714286,0.5588235294117647,0.7209302325581395,0.5490196078431373,0.14589460932758688,0.2305812733323547
profile_cold,0.05,0.05,0.15,2048,400,0.6775,0.7532467532467533,0.4025974025974026,0.7361111111111112,0.797752808988764,0.6823529411764706,0.24929568410636502,0.4053885476476962
profile_cold,0.05,0.05,0.15,2048,700,0.7542857142857143,0.8222222222222222,0.48484848484848486,0.7832167832167832,0.8791946308724832,0.7801418439716312,0.35987636854736704,0.5726758544938669
profile_cold,0.05,0.05,0.15,2048,1000,0.795,0.8541666666666666,0.5634517766497462,0.7989949748743719,0.9142857142857143,0.8366336633663366,0.4313203695840574,0.6841337487837688
profile_cold,0.05,0.05,0.15,3072,50,0.28,0.2,0.1111111111111111,0.2222222222222222,0.14285714285714285,0.5333333333333333,0.052947640973041665,0.062413294590914
profile_cold,0.05,0.05,0.15,3072,100,0.41,0.5,0.29411764705882354,0.38095238095238093,0.23529411764705882,0.56,0.07953941691812721,0.1137526620203109
profile_cold,0.05,0.05,0.15,3072,200,0.605,0.725,0.47368421052631576,0.5405405405405406,0.5806451612903226,0.6666666666666666,0.1449715886706267,0.2418001227277927
profile_cold,0.05,0.05,0.15,3072,400,0.7375,0.8285714285714286,0.5949367088607594,0.6835443037974683,0.7887323943661971,0.7920792079207921,0.2615337677554748,0.4214341142501386
profile_cold,0.05,0.05,0.15,3072,700,0.82,0.889763779527559,0.7132867132867133,0.7867647058823529,0.8604651162790697,0.8545454545454545,0.3704034249184898,0.5849949369969348
profile_cold,0.05,0.05,0.15,3072,1000,0.855,0.9010416666666666,0.782608695652174,0.8071065989847716,0.9010989010989011,0.8873873873873874,0.4416399259168263,0.6820216791870177
profile_cold,0.05,0.05,0.15,4096,50,0.18,0.0,0.2,0.16666666666666666,0.2222222222222222,0.3,0.04758622322034606,0.059407632458346335
profile_cold,0.05,0.05,0.15,4096,100,0.3,0.058823529411764705,0.2962962962962963,0.2222222222222222,0.5,0.4090909090909091,0.07602251557668636,0.10245152575825742
profile_cold,0.05,0.05,0.15,4096,200,0.49,0.4634146341463415,0.4523809523809524,0.475,0.5384615384615384,0.5263157894736842,0.1242184463763554,0.19514815523765866
profile_cold,0.05,0.05,0.15,4096,400,0.6625,0.625,0.6082474226804123,0.6470588235294118,0.7066666666666667,0.7375,0.2195672297266511,0.3599412379613206
profile_cold,0.05,0.05,0.15,4096,700,0.7714285714285715,0.762962962962963,0.7283950617283951,0.7099236641221374,0.8382352941176471,0.8235294117647058,0.358697310834471,0.5625733448805998
profile_cold,0.05,0.05,0.15,4096,1000,0.822,0.8317757009345794,0.7906976744186046,0.7252747252747253,0.8877551020408163,0.8704663212435233,0.4363209258553898,0.6737317179551003
profile_cold,0.05,0.05,0.15,5120,50,0.38,0.18181818181818182,0.2222222222222222,0.25,1.0,0.14285714285714285,0.04870781101901642,0.07118896314929649
profile_cold,0.05,0.05,0.15,5120,100,0.45,0.3684210526315789,0.3333333333333333,0.34782608695652173,0.9444444444444444,0.3125,0.08029042333955823,0.1262276182260841
profile_cold,0.05,0.05,0.15,5120,200,0.595,0.6410256410256411,0.5128205128205128,0.5,0.8947368421052632,0.4444444444444444,0.13654634314002292,0.22728738971540333
profile_cold,0.05,0.05,0.15,5120,400,0.7025,0.7738095238095238,0.6375,0.5529411764705883,0.9041095890410958,0.6666666666666666,0.23424933083778457,0.3824884308192056
profile_cold,0.05,0.05,0.15,5120,700,0.8114285714285714,0.8591549295774648,0.7583333333333333,0.6878980891719745,0.948905109489051,0.8125,0.3679426287831557,0.5792614839626098
profile_cold,0.05,0.05,0.15,5120,1000,0.849,0.8701923076923077,0.8268156424581006,0.7419354838709677,0.9627659574468085,0.8557692307692307,0.4475912716315166,0.6787105408652128
profile_cold,0.05,0.05,0.15,6144,50,0.24,0.14285714285714285,0.2222222222222222,0.2222222222222222,0.21428571428571427,0.36363636363636365,0.0470410497726599,0.06902154361789496
profile_cold,0.05,0.05,0.15,6144,100,0.46,0.38095238095238093,0.3888888888888889,0.5294117647058824,0.43478260869565216,0.5714285714285714,0.0783793059629926,0.12283681679646212
profile_cold,0.05,0.05,0.15,6144,200,0.595,0.6521739130434783,0.3939393939393939,0.5588235294117647,0.5581395348837209,0.75,0.1435851013322707,0.23701166303072677
profile_cold,0.05,0.05,0.15,6144,400,0.675,0.7647058823529411,0.423728813559322,0.6081081081081081,0.6526315789473685,0.8390804597701149,0.2286451111049533,0.3819771994070855
profile_cold,0.05,0.05,0.15,6144,700,0.76,0.8478260869565217,0.5847457627118644,0.7034482758620689,0.7284768211920529,0.9054054054054054,0.3403700396006618,0.5616024925292636
profile_cold,0.05,0.05,0.15,6144,1000,0.802,0.875,0.6627218934911243,0.7416267942583732,0.7884615384615384,0.9174757281553398,0.40016955181490055,0.651998990748296
profile_cold,0.1,0.005,0.15,42,50,0.3,0.0,0.36363636363636365,0.375,0.42857142857142855,0.45454545454545453,0.05624044217804745,0.11526674976359323
profile_cold,0.1,0.005,0.15,42,100,0.36,0.08695652173913043,0.4,0.4,0.5882352941176471,0.4,0.10371406972432848,0.20120745273225882
profile_cold,0.1,0.005,0.15,42,200,0.46,0.391304347826087,0.4117647058823529,0.5428571428571428,0.6451612903225806,0.3888888888888889,0.19861665670827341,0.37701816595029874
profile_cold,0.1,0.005,0.15,42,400,0.5075,0.5106382978723404,0.4189189189189189,0.5070422535211268,0.8088235294117647,0.3548387096774194,0.27992223260815285,0.5013102654344573
profile_cold,0.1,0.005,0.15,42,700,0.5642857142857143,0.5620915032679739,0.5142857142857142,0.4888888888888889,0.8796992481203008,0.38848920863309355,0.3524541256446771,0.5849412975206378
profile_cold,0.1,0.005,0.15,42,1000,0.596,0.6284403669724771,0.5271739130434783,0.5024875621890548,0.92,0.39086294416243655,0.40849871769626345,0.6490302337539767
profile_cold,0.1,0.005,0.15,123,50,0.38,0.2857142857142857,0.0,0.6666666666666666,0.875,0.26666666666666666,0.06859061077285514,0.1369564957455406
profile_cold,0.1,0.005,0.15,123,100,0.5,0.6111111111111112,0.24,0.7647058823529411,0.8666666666666667,0.28,0.13309700254927068,0.25348817149087105
profile_cold,0.1,0.005,0.15,123,200,0.545,0.6842105263157895,0.3404255319148936,0.7857142857142857,0.7586206896551724,0.2727272727272727,0.21020932295890965,0.3867837655257208
profile_cold,0.1,0.005,0.15,123,400,0.6425,0.8133333333333334,0.37037037037037035,0.8152173913043478,0.8095238095238095,0.449438202247191,0.31271302676803336,0.5119968422540839
profile_cold,0.1,0.005,0.15,123,700,0.7442857142857143,0.8897058823529411,0.5071428571428571,0.8366013071895425,0.9124087591240876,0.5671641791044776,0.43429754495891437,0.6663403920205655
profile_cold,0.1,0.005,0.15,123,1000,0.8,0.9144385026737968,0.5621890547263682,0.883177570093458,0.9368932038834952,0.6979166666666666,0.5198962833567898,0.7690452978303663
profile_cold,0.1,0.005,0.15,456,50,0.32,0.5833333333333334,0.2857142857142857,0.3,0.0,0.3076923076923077,0.05049681251034212,0.10962827928286954
profile_cold,0.1,0.005,0.15,456,100,0.33,0.5454545454545454,0.3157894736842105,0.2727272727272727,0.0,0.42857142857142855,0.08637319874985974,0.17551478992398348
profile_cold,0.1,0.005,0.15,456,200,0.355,0.5405405405405406,0.41025641025641024,0.3333333333333333,0.05263157894736842,0.4318181818181818,0.15743356749913298,0.2963068402124691
profile_cold,0.1,0.005,0.15,456,400,0.4725,0.44,0.6818181818181818,0.4675324675324675,0.11538461538461539,0.6219512195121951,0.2881401644652345,0.477386954041245
profile_cold,0.1,0.005,0.15,456,700,0.5385714285714286,0.3712121212121212,0.802547770700637,0.5223880597014925,0.14925373134328357,0.7832167832167832,0.4330034576578826,0.6506883356444583
profile_cold,0.1,0.005,0.15,456,1000,0.58,0.34759358288770054,0.8454106280193237,0.5797101449275363,0.22162162162162163,0.8364485981308412,0.48871803830214333,0.7383118025443343
profile_cold,0.1,0.005,0.15,789,50,0.22,0.0,0.0,0.16666666666666666,0.4444444444444444,0.6,0.059072666606688015,0.12174946577718312
profile_cold,0.1,0.005,0.15,789,100,0.22,0.0,0.05,0.08333333333333333,0.5217391304347826,0.47058823529411764,0.10516327680022064,0.19923374621795856
profile_cold,0.1,0.005,0.15,789,200,0.325,0.019230769230769232,0.37209302325581395,0.12903225806451613,0.5405405405405406,0.6486486486486487,0.1712669026547678,0.30889180356522955
profile_cold,0.1,0.005,0.15,789,400,0.4125,0.02197802197802198,0.5176470588235295,0.19444444444444445,0.6363636363636364,0.7466666666666667,0.2849461354757095,0.4943604689098524
profile_cold,0.1,0.005,0.15,789,700,0.4657142857142857,0.013513513513513514,0.5827814569536424,0.14728682170542637,0.7388059701492538,0.855072463768116,0.3968490415030629,0.6512571298400176
profile_cold,0.1,0.005,0.15,789,1000,0.503,0.009708737864077669,0.635593220338983,0.16483516483516483,0.8044692737430168,0.8984771573604061,0.451838299586717,0.7012551916080929
profile_cold,0.1,0.005,0.15,1024,50,0.22,0.0,0.13333333333333333,0.4444444444444444,0.375,0.2222222222222222,0.046269935656155795,0.08683507715446158
profile_cold,0.1,0.005,0.15,1024,100,0.34,0.0,0.28,0.6666666666666666,0.3,0.5,0.10133199792861418,0.18393085705411713
profile_cold,0.1,0.005,0.15,1024,200,0.42,0.0,0.3076923076923077,0.8333333333333334,0.2857142857142857,0.6585365853658537,0.19302305284966795,0.3320589501251897
profile_cold,0.1,0.005,0.15,1024,400,0.4975,0.0,0.3950617283950617,0.8791208791208791,0.3333333333333333,0.782051282051282,0.3200423714932694,0.5088489159079747
profile_cold,0.1,0.005,0.15,1024,700,0.5385714285714286,0.016129032258064516,0.43884892086330934,0.9112426035502958,0.34558823529411764,0.8560606060606061,0.42451209893581393,0.647882613904643
profile_cold,0.1,0.005,0.15,1024,1000,0.556,0.02197802197802198,0.5071090047393365,0.9306122448979591,0.3492063492063492,0.8728323699421965,0.45960310260471815,0.6955032720291915
profile_cold,0.1,0.005,0.15,2048,50,0.3,0.6666666666666666,0.0,0.7142857142857143,0.36363636363636365,0.13333333333333333,0.06955373480632038,0.1403533696240636
profile_cold,0.1,0.005,0.15,2048,100,0.35,0.7272727272727273,0.0,0.5294117647058824,0.65,0.1724137931034483,0.11982484870632959,0.23134056210287735
profile_cold,0.1,0.005,0.15,2048,200,0.475,0.8378378378378378,0.0,0.6470588235294118,0.8372093023255814,0.11764705882352941,0.2143372753562455,0.3774382255881313
profile_cold,0.1,0.005,0.15,2048,400,0.5375,0.8961038961038961,0.0,0.7916666666666666,0.9101123595505618,0.09411764705882353,0.3163770338305401,0.5233190424179484
profile_cold,0.1,0.005,0.15,2048,700,0.5657142857142857,0.9185185185185185,0.0,0.8181818181818182,0.9463087248322147,0.09929078014184398,0.4065897361225973,0.6534255473205296
profile_cold,0.1,0.005,0.15,2048,1000,0.573,0.9322916666666666,0.005076142131979695,0.8542713567839196,0.9619047619047619,0.10396039603960396,0.4485996345536199,0.703148710854275
profile_cold,0.1,0.005,0.15,3072,50,0.32,0.6,0.0,0.0,0.0,0.6666666666666666,0.046557965753475615,0.09155623999525542
profile_cold,0.1,0.005,0.15,3072,100,0.39,0.75,0.23529411764705882,0.19047619047619047,0.058823529411764705,0.6,0.09356693486132886,0.18204516137078833
profile_cold,0.1,0.005,0.15,3072,200,0.43,0.825,0.2894736842105263,0.1891891891891892,0.03225806451612903,0.6296296296296297,0.1704700902645223,0.30976167733678206
profile_cold,0.1,0.005,0.15,3072,400,0.505,0.8857142857142857,0.3924050632911392,0.3037974683544304,0.14084507042253522,0.7425742574257426,0.3098701046470027,0.5285600734420418
profile_cold,0.1,0.005,0.15,3072,700,0.5742857142857143,0.9291338582677166,0.46153846153846156,0.375,0.24806201550387597,0.8181818181818182,0.4118405720106303,0.6773230184747437
profile_cold,0.1,0.005,0.15,3072,1000,0.638,0.9322916666666666,0.5072463768115942,0.4213197969543147,0.43956043956043955,0.8603603603603603,0.4770473671227033,0.7707200130489119
profile_cold,0.1,0.005,0.15,4096,50,0.14,0.0,0.2,0.0,0.1111111111111111,0.3,0.03879141306132586,0.08552607992347412
profile_cold,0.1,0.005,0.15,4096,100,0.25,0.058823529411764705,0.25925925925925924,0.1111111111111111,0.4375,0.36363636363636365,0.08702144744387716,0.17484003697923403
